"rep"	"ntaxa"	"delta"	"CIlo"	"CIhi"	"corr"
857	10	48.4	0	92.7	1
858	9	0	0	45.8	1
859	11	90	56.4	115.7	1
860	9	7.8	0	23.5	1
861	14	80.5	63.8	127	1
862	6	88.6	47.3	148	1
863	11	0	0	42.9	1
864	13	3.1	0	68.8	1
865	9	57.9	0	75.4	1
866	9	7.3	0	64.6	1
867	11	0	1.7	84.2	0
868	4	88.7	60.9	161.4	1
869	10	13.2	0	50.6	1
870	11	46.8	0	41.2	0
871	11	73.4	31.2	110.9	1
872	10	21.2	15.1	77.8	1
873	12	80.8	75.3	135.9	1
874	8	60	12.2	124	1
875	11	25.4	0	76.1	1
876	14	47.6	2.2	86.5	1
877	10	14.4	0	60.7	1
878	14	12.2	0	38.3	1
879	14	89	70.1	151.7	1
880	8	18.1	0	69	1
881	17	2.1	0	65.7	1
882	9	54.6	15.9	99.4	1
883	11	78.3	17.3	89	1
884	11	0	0	30.8	1
885	8	0.1	0	71.1	1
886	5	70.3	36.5	119.9	1
887	12	0	0	55.2	1
888	8	79.4	17.7	81.7	1
889	11	8.6	0	58.3	1
890	5	32	0	82.2	1
891	9	0	0	87.1	1
892	9	43.8	0	80.2	1
893	9	31.2	43.6	81.9	0
894	11	22	0	64.1	1
895	12	58.3	9	82	1
896	11	89.6	66	139.7	1
897	8	15.1	0	77	1
898	7	51.2	0	89.5	1
899	12	0	0	49.4	1
900	8	38.8	10.3	108	1
901	8	87.6	52.3	103.3	1
902	11	47.5	21.6	93.2	1
903	13	89.3	69.5	129.4	1
904	12	49.7	0	81.9	1
905	4	73.8	34.5	115.7	1
906	9	14.5	24.7	82.7	0
907	9	53.8	0	63	1
908	6	55.9	3.6	39.4	0
909	11	55.3	9.3	108.2	1
910	9	78.2	4.7	79.6	1
911	9	13.6	0	85.1	1
912	9	45.8	0	63.4	1
913	14	68.7	51.4	124.2	1
914	7	28.7	0	58.3	1
915	7	30.1	0	117.5	1
916	6	9.7	0	63.2	1
917	5	27.3	0	84.9	1
918	15	87.4	53.6	115.8	1
919	10	0	0	81.5	1
920	11	9.1	38.9	79.7	0
921	6	65.4	38.7	137.3	1
922	13	62.2	20	79.2	1
923	13	54.9	28.4	105.3	1
924	15	58.3	0	63.5	1
925	8	44.6	0	80.8	1
926	9	10.8	0	55.5	1
927	14	85.5	55.3	115.4	1
928	8	0	0	98.8	1
929	6	78.8	25.4	124.9	1
930	13	42.3	12	49	1
931	14	11.3	0	77.5	1
932	11	6.4	0	53	1
933	14	13.7	13.5	68.9	1
934	9	27	13.6	38.7	1
935	12	4.6	0	50.8	1
936	14	16.2	0	64.2	1
937	11	13.5	1.1	89.8	1
938	5	25.5	0	67	1
939	9	36.1	0	62.9	1
940	6	56.8	5.3	106.6	1
941	7	47.8	0	64.4	1
942	10	10.8	46.2	84.7	0
943	14	54.9	5.6	98.5	1
944	9	47.7	3.1	94	1
945	8	82.4	49.5	121.8	1
946	7	65.2	16.9	96.7	1
947	9	39	0	86.8	1
948	4	84.6	54.4	185.6	1
949	14	35.8	18.6	71	1
950	9	4.9	0	63.2	1
951	11	64.2	0	55.6	0
952	12	1.6	0	40	1
953	13	89.2	63.3	140.7	1
954	14	32.9	26.4	47.4	1
955	11	6.7	0	49.6	1
956	13	5	30.9	83.7	0
957	13	76.3	38.5	117.8	1
958	10	0	0	76.7	1
959	11	8.2	0	71.6	1
960	7	25.1	0	73.6	1
961	15	80.7	45	99.4	1
962	5	0	0	93.5	1
963	11	77.4	50.6	121.1	1
964	11	62.1	24.2	124.3	1
965	7	46.7	1.6	89.9	1
966	11	32.9	0	46.4	1
967	11	53.8	23.3	81	1
968	11	75.5	25.6	101.9	1
969	9	83.8	43	124.3	1
970	11	0	0	73.1	1
971	9	4.5	0	80.2	1
972	8	29.2	14.1	95.1	1
973	12	45.2	27.7	86.1	1
974	14	58.4	16.4	93.6	1
975	8	77.9	41.2	116	1
976	13	43	0	62	1
977	8	3	0	63.9	1
978	6	36.6	0	87.5	1
979	15	5.5	0	37.1	1
980	11	58.3	32.9	101.9	1
981	11	37	0	90.2	1
982	11	67.2	6.2	71.2	1
983	17	20.2	0	53.2	1
984	11	70.7	16.8	91.7	1
985	13	49.9	0	58.6	1
986	12	85.6	46.9	98.3	1
987	4	54.5	3.3	130.5	1
988	12	59.1	27.5	93.8	1
989	14	0	0	76.3	1
990	4	35.4	0	33.8	0
991	9	80.9	54.3	118.6	1
992	4	13.4	0	105.3	1
993	7	0	0	63.6	1
994	8	77.6	30.6	115.2	1
995	13	0	7.5	39.3	0
996	12	84.5	31.8	88.2	1
997	11	38.4	9.8	77.1	1
998	14	25.6	0	72.1	1
999	10	7.5	0	62.5	1
1000	13	65.9	10.1	86.7	1
