"rep"	"ntaxa"	"delta"	"CIlo"	"CIhi"	"corr"
89	9	20.2	0	65.7	1
90	5	44	0	102.5	1
91	13	88.7	52.3	122.2	1
92	6	9	0	96.4	1
93	7	79.7	23.4	104.1	1
94	10	52.8	0	92.5	1
95	15	80.1	47.9	126.9	1
96	12	18.8	0	73.4	1
97	16	38.6	0	82.4	1
98	6	38.2	0	84.7	1
99	12	73.3	28.3	111.3	1
100	7	0	0	82.9	1
101	14	76.4	28.4	97.6	1
102	11	48.4	0	86.5	1
103	13	68.6	55.1	120	1
104	8	27.8	5.3	73.2	1
105	11	68.8	39.9	116.3	1
106	4	6.5	0	123.2	1
107	12	0	0	67.9	1
108	10	89.1	59.3	97.2	1
109	7	78.7	49.2	101.5	1
110	9	33	0	49.2	1
111	4	49.1	0	111	1
112	13	50.8	17.3	97.3	1
113	10	0	0	78.8	1
114	12	34.4	26.5	85	1
115	9	16.8	0	41.8	1
116	16	75.9	41	93.7	1
117	8	83	23.1	100.9	1
118	18	0	24.5	49.3	0
119	4	27.2	0	82.4	1
120	10	17.6	0	88	1
121	13	52.7	33.3	96.1	1
122	11	17.7	0	69.4	1
123	13	42.2	14.2	84.9	1
124	15	14.5	5.6	90.3	1
125	6	28.6	0	79.6	1
126	6	56.5	0	74.4	1
127	4	15.3	0	100.2	1
128	16	67.9	20.3	73.3	1
129	9	33	0	63.1	1
130	10	9	0	70.3	1
131	7	32.6	0	86.4	1
132	11	84.4	41.2	114.7	1
133	5	81.6	45.4	120.7	1
134	8	0	0	85.7	1
135	7	48.3	0	43	0
136	11	9.8	10.4	36.8	0
137	9	56.4	0	93.8	1
138	8	20.9	0	79.3	1
139	9	42	0	73.3	1
140	5	69.7	0	57.1	0
141	9	12.1	0	29.9	1
142	11	76.1	49.3	133.7	1
143	10	5.7	0	64	1
144	6	0.1	0	53.7	1
145	12	14.7	0	74.9	1
146	11	0	0	53.6	1
147	14	1.4	0	67	1
148	17	41.6	11.6	70.8	1
149	13	10	0	67.4	1
150	9	88.3	55.4	125.3	1
151	8	2.8	17.3	90.3	0
152	8	41.5	0	76.5	1
153	6	15.9	0	77.2	1
154	10	19.1	0	66.8	1
155	16	43.4	4.7	101.8	1
156	9	33.9	0	69.9	1
157	9	75.2	26.8	110.9	1
158	16	56.7	1.5	77.7	1
159	7	33.5	0	61.4	1
160	14	71.7	0.6	73.8	1
161	10	22.7	0	86.8	1
162	12	4.8	0	69.2	1
163	16	8	0	45.5	1
164	9	62.4	24	109.2	1
165	6	11.3	0	99	1
166	10	25.3	18.4	104.7	1
167	10	5.1	0	41.3	1
168	10	0	0	89.2	1
169	8	41	8.9	54.9	1
170	6	1.1	0	73.8	1
171	11	68	35.7	107	1
172	8	9.4	0	87.3	1
173	10	68.9	17.7	115.8	1
174	7	62.9	19.3	123	1
175	9	21.2	30	67.7	0
176	13	14.7	0	74.3	1
177	14	17.7	0	46.7	1
178	10	54.4	33.3	118.2	1
179	4	56.9	2.3	110.3	1
180	16	20.3	0	49.9	1
181	4	5	0	112.1	1
182	7	88.5	62.7	150	1
183	8	33.8	0	86	1
184	18	46.8	0	91	1
185	10	71.1	43.7	133.9	1
186	8	30.2	0	45	1
187	10	79.9	38	101.9	1
188	10	71.9	33.8	129.5	1
189	10	78.2	60.8	139.2	1
190	9	14.2	0	48.4	1
191	13	17.4	0	74	1
192	6	42.1	0	36.6	0
193	5	10.9	0	118.8	1
194	10	46.3	0	88.2	1
195	21	59.4	40.8	83.9	1
196	7	42.9	11.7	94.2	1
197	11	33.8	0	75.1	1
198	5	10.1	0	64.3	1
199	8	78.1	39	125.4	1
200	12	71.2	28.6	92.1	1
201	14	47.9	0	83.1	1
202	9	48.3	1.6	113.5	1
203	5	51.4	0	100.4	1
204	9	0	36	77.1	0
205	7	52.2	0	100.5	1
206	8	82.7	41.7	114.5	1
207	11	55.3	6.9	88.3	1
208	10	53.4	0	96.3	1
209	13	7.6	0	82.8	1
210	6	75.2	0.7	89	1
211	7	42.6	0	57.5	1
212	10	37.3	0	69	1
213	8	7.9	0	69.1	1
214	17	7.4	0	82.8	1
215	8	65.5	52.5	130.5	1
216	7	31	18.7	72.5	1
217	7	41.4	0	58.7	1
218	5	44.2	0	57.7	1
219	9	30.2	0	66.8	1
220	7	7.7	15.1	68.3	0
221	13	9.9	0	80.1	1
222	9	64.7	44.1	100.7	1
223	5	9.3	0	72.1	1
224	11	55.5	0	73.5	1
225	18	29.8	0	52.2	1
226	9	19.4	0	75.2	1
227	7	67.7	12.9	112.6	1
228	11	78.3	25.3	120.2	1
229	8	12	0	45.4	1
230	13	43.2	0	79	1
231	14	4.7	22.6	61.8	0
232	18	14.1	0	57.4	1
233	9	1.4	0	71	1
234	10	75.2	30.9	106	1
235	12	67.9	15.5	99.5	1
236	8	0.8	0	85.3	1
237	8	70.6	0	66.1	0
238	14	7.8	0	35.8	1
239	6	88.2	68.4	179.8	1
240	10	85.7	16.3	92.2	1
241	16	68.9	22.1	99.5	1
242	7	73.6	0	88.4	1
243	12	60.3	17.7	110.5	1
244	6	84.8	38.3	117.2	1
245	9	13.2	0	57.4	1
246	9	77.1	39.6	105	1
247	9	29.7	0	77.3	1
248	9	66	6.3	79.7	1
249	7	57.1	0	59	1
250	7	54.2	0	75	1
251	12	44.9	0	54.3	1
252	6	16.7	0	75.2	1
253	5	43.1	0	97.3	1
254	14	21.2	16.9	51.6	1
255	7	8.5	0	71.9	1
256	8	84.6	61	144.4	1
257	10	1.1	8.3	95.9	0
258	10	88.3	49.5	101.4	1
259	7	10.4	0	60	1
260	10	36.2	15.5	77.7	1
261	10	0	24.2	53	0
262	10	86.2	47.3	117.1	1
263	6	42.2	0	84.5	1
264	12	60.9	27.7	88.9	1
265	14	88.1	65.2	131.8	1
266	15	33.7	0	84.5	1
267	10	32.2	1.9	70.8	1
268	4	0	0	106	1
269	5	2.8	0	64	1
270	7	76.7	46.8	144.5	1
271	14	64.4	5.3	88.8	1
272	8	28.9	14.5	84	1
273	7	37.6	0	63.6	1
274	11	0	0	60	1
275	12	39.1	10.9	93.4	1
276	7	74.3	42.2	123.7	1
277	9	24.3	0	57.9	1
278	11	20.4	0	55.2	1
279	17	42.2	0	40.3	0
280	12	65	54.2	114.1	1
281	5	35.3	0	104.2	1
282	10	43.6	0	68.3	1
283	6	18.2	0	63.6	1
284	10	84.2	64.9	130.7	1
285	13	22.7	0	83.5	1
286	13	27.7	29.8	104.6	0
287	8	13	0	55.6	1
288	7	53.2	12.6	104.5	1
289	10	49.2	6.5	98.1	1
290	5	2.7	0	88.9	1
291	10	0	0	71.2	1
292	10	0	0	101	1
293	14	76.7	42	110.5	1
294	11	60.6	5	82.9	1
295	12	5.5	0	112.1	1
296	12	60	2.5	75.7	1
297	10	67.1	27	74.3	1
298	14	89.4	52.9	102.2	1
299	10	75.3	27.2	80.5	1
300	8	83.3	55.3	121.4	1
301	8	56.9	37.3	125.9	1
302	8	11.1	0	95.1	1
303	13	73.6	17.1	107	1
304	9	0.5	0	72.1	1
305	10	38.2	0	83.1	1
306	10	0	0	42.4	1
307	11	16.7	12.9	52.9	1
308	6	51.7	25.4	81.4	1
309	15	83.8	20.8	103.6	1
310	9	70.2	55.5	95.4	1
311	10	83.6	55.9	99.5	1
312	7	62.9	27.5	106.6	1
313	8	37.3	0	92.3	1
314	7	27	0	82.1	1
315	10	87.5	54.6	135.2	1
316	10	33.7	9.4	112.1	1
317	9	30.2	0	75.8	1
318	11	67.8	51.6	115.3	1
319	13	26.6	2.7	98.4	1
320	5	80.9	49.2	141.7	1
321	9	63.3	26.7	126.6	1
322	10	89.5	65.2	115.2	1
323	20	19.2	12	81.9	1
324	11	30	0	84.7	1
325	12	41.6	6.5	107.9	1
326	8	52.3	0	50.3	0
327	6	44.8	0	60.6	1
328	11	39.1	4	103.7	1
329	6	37.5	0	91.1	1
330	6	11.1	39.4	74.6	0
331	10	8	0	92.7	1
332	14	79.5	25.1	99.3	1
333	9	4.9	0	31.6	1
334	16	87.1	78.9	151.5	1
335	14	22.4	0	38.1	1
336	12	18.9	0	55.6	1
337	8	38.3	0	107.9	1
338	10	14.6	0	68.3	1
339	7	0.1	0	65	1
340	13	7.1	0	75.9	1
341	11	79.5	34.3	108	1
342	18	0	6.5	46	0
343	5	53.6	2	75.7	1
344	8	3.4	0	30.3	1
345	15	49.1	3	69	1
346	11	41	12.9	110.6	1
347	11	70.3	35.7	122.2	1
348	7	47.5	0	86.4	1
349	5	84.2	48.1	153.6	1
350	12	13.8	0	49.3	1
351	12	55.3	0	72.4	1
352	13	1.7	19.8	40.5	0
353	13	18.6	38.8	59.1	0
354	10	64.2	35.9	106.5	1
355	10	55.5	0	86.2	1
356	13	15	8	57.4	1
357	10	88.6	62.7	138.5	1
358	9	7.4	21.9	92.4	0
359	11	7.3	0	60	1
360	5	69	10	123.6	1
361	9	71.4	56.6	131.1	1
362	12	37.7	16.3	102.4	1
363	7	62.5	2.3	84.2	1
364	11	77.4	57.4	123.4	1
365	18	71.5	34.9	109	1
366	8	18.9	0	84.1	1
367	7	60.4	26.5	108.9	1
368	13	0	0	52	1
369	9	30.9	0	71.8	1
370	14	69	13.3	90.2	1
371	9	0	0	61.5	1
372	9	0	0	56.6	1
373	8	65.8	0	86	1
374	10	62.4	43.9	122.9	1
375	9	31.6	23.7	83	1
376	9	45.2	0	56.5	1
377	8	87.2	78.4	171	1
378	13	20.7	0	60.3	1
379	11	39.5	0	78.8	1
380	10	69.8	30.1	109.7	1
381	9	19	0	58.2	1
382	4	67.2	24.8	86.1	1
383	10	0	0	157.3	1
384	10	57.7	28.4	81.1	1
385	15	2.4	0	37	1
386	10	12.6	7.5	69	1
387	12	0	0	82	1
388	11	45.2	0	82	1
389	9	71.8	10.4	68.3	0
390	8	33.6	0	60.5	1
391	13	20.3	0	55.1	1
392	6	56.2	0	112.7	1
393	7	26.9	10.8	80.4	1
394	5	29.7	0	87.7	1
395	15	19.9	0	45.3	1
396	13	24.7	0	54.3	1
397	11	24.5	0	61.5	1
398	6	57.8	0	68.2	1
399	7	51.3	0	87.6	1
400	8	0	0	75.3	1
401	7	85.5	77.9	168.2	1
402	5	0	0	42.7	1
403	7	85.9	30.2	99.3	1
404	8	69.7	12.6	116.5	1
405	9	0	0	61.4	1
406	10	38.1	0	81.8	1
407	13	66.5	24.6	98.8	1
408	6	24.2	0	85.5	1
409	4	52.8	7.3	105.1	1
410	11	30.1	14.8	43.8	1
411	12	24.5	31.6	88	0
412	14	13.3	0	58.6	1
413	7	41.4	0	72.3	1
414	13	23.4	19.1	87.1	1
415	4	0	0	103.1	1
416	7	23.6	0	66.3	1
417	5	54.7	9.9	101	1
418	7	84.8	45	102.5	1
419	17	58.2	33.8	83.1	1
420	13	0	0	42.7	1
421	13	1.6	0	98.8	1
422	12	65.7	0	65.4	0
423	7	37	39	80.4	0
424	12	50.6	11.4	112.9	1
425	8	28.3	0	68.7	1
426	9	32	0	83.2	1
427	14	52	43.5	92.3	1
428	5	55.1	0	78.5	1
429	13	31.1	0	87.7	1
430	14	52.1	14.3	89.4	1
431	13	21.3	0	55.1	1
432	8	67.5	13.3	107	1
433	6	17.1	0	67.2	1
434	11	22.4	0	70.6	1
435	8	30.2	0	81	1
436	9	51.5	0	83.7	1
437	13	64.2	0	91.9	1
438	7	0	0	81.8	1
439	14	56.2	10.4	94.6	1
440	4	31.5	0	103.2	1
441	14	84.4	52.8	131.9	1
442	13	0	8.6	29.6	0
443	11	33.3	1.7	63.4	1
444	8	46.6	19.5	114.2	1
445	10	35.6	11.4	38.7	1
446	13	26.4	0	45.7	1
447	14	44.6	27.9	99.1	1
448	8	0	0	51.9	1
449	7	6.5	0	97.3	1
450	9	59.8	0	78.8	1
451	4	31.7	0	77.8	1
452	8	52.8	31.5	115.2	1
453	9	48.2	0	85.2	1
454	10	35.8	0	76.6	1
455	13	47.7	7.1	101.7	1
456	11	73.9	61.2	106.7	1
457	12	79.5	60.8	135.2	1
458	11	78.2	51.2	132.9	1
459	14	15.6	4	45.9	1
460	8	33.2	0	91.4	1
461	9	49.4	0	71.8	1
462	12	58.6	22	86.2	1
463	6	10.1	0	91.9	1
464	6	13	10.4	69.9	1
465	6	4.1	0	71	1
466	8	31.8	0	75.7	1
467	9	29.3	0	77.5	1
468	7	7.6	0	68.4	1
469	7	31.8	0	81.7	1
470	9	82.1	45.1	109.2	1
471	13	1.5	0	54.4	1
472	13	3.2	5	37	0
473	7	9	13.5	44.5	0
474	11	0	0	35.7	1
475	7	17.3	0	29.1	1
476	11	5.6	0	82.1	1
477	4	78.7	19.4	130.2	1
478	10	21.2	0	53	1
479	12	6.9	0	96.4	1
480	10	66	30.2	99.4	1
481	14	41.1	5.1	79.6	1
482	10	52	12.7	99.7	1
483	7	58	0	75.6	1
484	10	20.8	0	28.6	1
485	13	46.1	0	81	1
486	5	41.6	0	73.4	1
487	9	72.5	25.6	110	1
488	10	19.8	0	58.6	1
489	16	55	3	90.5	1
490	13	81.5	49.9	116.4	1
491	10	2.9	0	77.4	1
492	10	56.6	4	116.6	1
493	15	5.9	0	63.6	1
494	10	39.5	0	76.6	1
495	11	28.4	0	57.5	1
496	7	10.1	0.5	19.7	1
497	14	0	0	95.9	1
498	12	0	19.8	29.2	0
499	16	68.6	22.4	94.5	1
500	12	77.7	40.6	91.7	1
501	16	31.1	12.4	41.4	1
502	10	88.6	63.7	153.8	1
503	11	45.5	0	55.6	1
504	9	16.5	0.5	53.2	1
505	8	31.6	0	68.7	1
506	11	0	0	76	1
507	10	25.4	0	63.6	1
508	9	61.8	0	65.5	1
509	14	46.6	0	61.6	1
510	10	4	0	41	1
511	10	72.1	26.1	68.7	0
512	12	44.9	0	91.7	1
513	13	69.1	10.2	98.8	1
514	7	27.6	0	65	1
515	11	26.3	0	86.8	1
516	6	0.8	0	90.9	1
517	8	66.4	60.5	128.4	1
518	4	17.2	0	99.5	1
519	8	79.4	17.2	83	1
520	10	69.2	9.5	68.9	0
521	11	71.8	21.4	118.5	1
522	10	15.2	0	39.8	1
523	12	9.9	0	67.4	1
524	12	0	0	125.1	1
525	11	22.4	0	54.3	1
526	12	39.1	0	75.2	1
527	12	42.1	0	57.5	1
528	12	29.7	0	90.3	1
529	11	56	0	85.7	1
530	6	71.7	31.7	114.7	1
531	19	11.6	0	46.2	1
532	9	32.3	10	98	1
533	13	64.2	0	78.8	1
534	13	32.9	0	83	1
535	8	0	0	84.5	1
536	8	40	0	82.4	1
537	12	18.8	0	51.2	1
538	10	71.3	36	108.2	1
539	20	63.6	31.6	106.1	1
540	11	17	22.4	62	0
541	8	0	0	43.7	1
542	10	88.5	29.5	75.4	0
543	6	7.4	0	57.6	1
544	9	42.6	0	70.8	1
545	9	86.7	43.1	117.7	1
546	7	69.6	4.4	95	1
547	12	32.2	0	65.9	1
548	7	0	0	81.6	1
549	14	17	0	29.8	1
550	10	32.2	0	43.2	1
551	8	79.5	29.3	104.2	1
552	6	15.9	0	74.9	1
553	13	60.2	0	87.3	1
554	6	38.3	0	62	1
555	10	45.2	11.7	87.5	1
556	6	54.4	0	60	1
557	10	28.3	0	107.1	1
558	8	35.2	0	50.6	1
559	9	7.7	0	30.6	1
560	10	22.9	0	27.3	1
561	14	48.2	0	97.9	1
562	9	45.7	0	85.5	1
563	10	68.2	31.4	109.2	1
564	10	57	0	88.3	1
565	8	78.8	51.5	121.7	1
566	4	0.4	0	75.1	1
567	13	25.8	0	69.5	1
568	12	74	40.5	110.3	1
569	9	0	0	86	1
570	11	16.3	0	67.9	1
571	8	31.7	2	45.7	1
572	15	69	62.6	112.8	1
573	12	80	40.3	120.8	1
574	12	68.4	16.2	90.1	1
575	9	71.1	44.5	119.4	1
576	16	0	38.3	64.5	0
577	5	3.8	0	91.8	1
578	16	4	0	43.2	1
579	4	68	6.8	115.1	1
580	9	10.4	0	38.3	1
581	10	82.8	25.6	84.9	1
582	8	38.1	10.6	90.4	1
583	16	56.6	0	64	1
584	14	52.8	36.2	80.8	1
585	6	8	0	55.4	1
586	11	9.1	0	55.5	1
587	13	21	0	29.3	1
588	12	17.5	0	59.2	1
589	20	43.6	28	111.1	1
590	9	69	51.9	101.7	1
591	12	70.9	19.5	89.5	1
592	8	46.2	0	77.5	1
593	9	59.6	0	94.3	1
594	11	82.6	55.6	128	1
595	10	44.1	0	63	1
596	9	48.4	0	79.2	1
597	14	16.2	0	37.9	1
598	11	38.2	0	53.9	1
599	10	66.6	15.9	74.3	1
600	10	0.9	0	28.4	1
601	7	58.9	25	92.5	1
602	14	34.9	45.5	70.6	0
603	13	41.2	5.2	81.4	1
604	15	58.4	17.1	51	0
605	15	76.1	20.9	77.8	1
606	11	0	0	99	1
607	6	89.7	57.4	150.7	1
608	12	4.9	0	46.6	1
609	10	25.5	0	48.7	1
610	15	10.3	0	74.2	1
611	12	89.3	49.4	117.4	1
612	20	45.6	0	64.3	1
613	6	32.8	17.5	112	1
614	8	0	0	62.3	1
615	7	17.8	0	61.7	1
616	10	65.4	15.5	87	1
617	8	47.9	0	65.5	1
618	8	5	0	79.7	1
619	10	41.3	19.6	82	1
620	12	71.9	23.5	114.9	1
621	8	67.6	1	100.1	1
622	10	15.5	0	68	1
623	9	3.4	0	63.9	1
624	15	47.3	0	84.4	1
625	14	78.4	56.8	106.6	1
626	17	9.5	0	48.1	1
627	11	0	0	67.8	1
628	13	19	0	61.4	1
629	9	75.9	17	87.2	1
630	9	66.9	46.1	115.7	1
631	12	58.7	24.9	79.3	1
632	9	48	0	51.6	1
633	8	83.9	63.5	151.1	1
634	4	19.3	0	61.4	1
635	11	28.1	0	85.4	1
636	11	58.5	7.2	65.7	1
637	11	85.6	62.9	102.5	1
638	10	82.6	29.9	91	1
639	9	20	0	80.5	1
640	10	28.9	0	58.7	1
641	11	52.3	0	58.9	1
642	8	22	0.1	75.6	1
643	7	75.9	40.4	132.3	1
644	14	62.3	10.9	90.8	1
645	16	53.9	10.8	88.9	1
646	8	35	0	66	1
647	9	57.7	0	95.4	1
648	14	6.6	6.4	82.4	1
649	6	72.3	29.2	111.8	1
650	13	58.8	0	69.5	1
651	6	0.3	0	86.9	1
652	10	72.2	34	117.5	1
653	9	0	0	57.1	1
654	12	55.9	7.2	102.2	1
655	11	11.3	0	61.1	1
656	8	13.6	0	65.4	1
657	13	47.3	0	59.1	1
658	12	33.6	0	53.8	1
659	7	3	0	75	1
660	8	42.5	0	76.3	1
661	10	74.4	22.1	83.3	1
662	12	59.6	2.5	98.4	1
663	8	27.4	0	70.8	1
664	6	36.4	11.2	107.6	1
665	10	75.3	31.7	112.7	1
666	11	22.5	0	32.3	1
667	16	18.7	0	30.3	1
668	8	73.2	47.2	129.2	1
669	12	86.4	63.3	124.3	1
670	9	48.9	0	119.4	1
671	5	6.8	0	87.7	1
672	12	61.1	10.3	86.6	1
673	8	0	0	88.2	1
674	8	0	0	98.9	1
675	11	81.6	37.3	108.8	1
676	12	69.8	19.4	74.2	1
677	13	69.4	37.8	117.3	1
678	11	15.1	0	83.2	1
679	11	78.2	39.1	118.2	1
680	9	37.9	8.7	77.8	1
681	15	41	10.4	29	0
682	12	84.4	42.2	107.9	1
683	11	62	38.9	123.1	1
684	11	10.6	0	73.4	1
685	11	18.3	38.7	81.7	0
686	6	78.9	30.6	107.6	1
687	11	45.2	0	82.1	1
688	10	87.3	57.4	123.7	1
689	7	48.4	10.3	80.6	1
690	9	42.5	0	90.8	1
691	12	77.8	39.1	130.3	1
692	15	0	0	50.4	1
693	10	68.1	55.6	107.5	1
694	16	29.3	0	30.2	1
695	9	11.4	0	73.2	1
696	9	53.1	29.3	73.2	1
697	4	35	0.2	109.7	1
698	8	76.7	32.5	109	1
699	13	60.1	36	118.2	1
700	11	78.5	45.7	104.9	1
701	7	9.1	0	60.8	1
702	8	18.1	0	63.9	1
703	8	64.6	0	77.3	1
704	11	69.5	43.5	110.9	1
705	10	30	0	53.7	1
706	9	0	0	53.7	1
707	5	0	0	79.4	1
708	10	82.7	34.5	97	1
709	10	15.9	0	59.5	1
710	13	8.1	0	74.8	1
711	16	14.9	0	42.8	1
712	10	70.6	19.6	128.2	1
713	4	47.1	0	65	1
714	9	10.4	0	73.5	1
715	6	37.6	0	71.9	1
716	9	61.6	0	92	1
717	9	55.7	0	85.3	1
718	19	79.5	28.1	95.7	1
719	11	49.3	0	50.8	1
720	12	62.1	0	90.8	1
721	12	31.2	2.9	65.4	1
722	14	0	0	72.1	1
723	10	88.3	64	144.8	1
724	8	67.9	15.3	115.3	1
725	12	30.8	0	60.4	1
726	7	59.6	1.6	99.4	1
727	12	11.2	0	67.7	1
728	10	43.1	7.5	125.1	1
729	4	36.2	0	45.7	1
730	16	0.1	0	52.8	1
731	15	27.4	0	98.4	1
732	13	12.1	4.2	46.9	1
733	11	56.5	0	57.6	1
734	8	86.1	52.8	123.3	1
735	9	7.9	13	107.2	0
736	11	1.5	0	65.4	1
737	11	41.3	0	68.4	1
738	15	47	20.7	82.4	1
739	7	35.6	0	59.2	1
740	11	67.3	28.4	97.5	1
741	7	86.1	75.3	165.8	1
742	13	31.6	0	88.7	1
743	11	1.3	0	75.9	1
744	7	0	6	95.2	0
745	9	8.5	0.8	72.4	1
746	15	35.1	0	74.8	1
747	10	25.1	0	64.9	1
748	7	4.6	0	99.2	1
749	5	58	7.7	114.3	1
750	11	27.4	0	72.8	1
751	8	26.2	0	65.2	1
752	11	80.8	24.3	105.2	1
753	7	67.9	14.1	119.8	1
754	13	81.5	61.2	110	1
755	12	9.5	0	52.4	1
756	9	0	0	48	1
757	6	89.3	40.9	76.3	0
758	16	52.1	40.8	73.7	1
759	9	15	0	52.8	1
760	14	8.1	34.1	42.4	0
761	10	0	0	71.1	1
762	8	43.2	0	86.2	1
763	9	6.6	0	41.3	1
764	9	60	21.7	93.4	1
765	10	67.2	41.7	104.3	1
766	15	60.2	0	57.5	0
767	12	62.4	0.6	91.8	1
768	14	12.1	18.8	33.8	0
769	11	9	0	68.7	1
770	10	83.7	60.5	123.6	1
771	10	54.6	0	90.8	1
772	8	38.2	37.2	90.7	1
773	9	86.1	63.3	124.1	1
774	9	46.9	0	76.7	1
775	9	14.7	0	69.5	1
776	10	89	44.7	101	1
777	8	41.4	0	79.2	1
778	10	6.7	0	63.4	1
779	11	33	0	63.4	1
780	9	73.9	11	109.6	1
781	9	41.6	0	43.8	1
782	15	30.6	10.4	90.4	1
783	9	0	0	80.5	1
784	10	54.7	0	83.3	1
785	8	54.2	0	74.2	1
786	13	41.6	0	86.1	1
787	10	15.8	0	64.7	1
788	15	4.3	0	59.5	1
789	10	4.4	0	79.5	1
790	15	73.3	49.8	127.5	1
791	8	7.2	0	39.8	1
792	11	18.8	0	69.8	1
793	11	57.8	14.9	82.1	1
794	17	34.3	10.7	38.7	1
795	7	24.8	0	97.2	1
796	13	83.5	42.2	108.6	1
797	12	88.9	48.6	110	1
798	12	3	0	97.1	1
799	10	9.4	0	70	1
800	8	37	0	62.1	1
801	10	75.5	28.1	120.4	1
802	14	56.3	16.9	107.8	1
803	17	8.5	0	39.4	1
804	9	55.8	0	49.1	0
805	7	87.2	45.8	112	1
806	7	31.9	0	80	1
807	13	34	0	67.9	1
808	8	64.3	3	90.7	1
809	12	43.5	34.9	74.2	1
810	9	11.6	0	94.8	1
811	8	74.5	35	111.6	1
812	11	50.3	16.1	68	1
813	10	53.5	0	95.4	1
814	12	59.4	14.8	74.9	1
815	10	80.4	31.1	94.8	1
816	8	22.8	0	68.3	1
817	7	40.2	0	69	1
818	10	26.2	0	32.7	1
819	6	32.6	21.3	106.6	1
820	13	13.7	0	69.7	1
821	13	42.3	0	89.3	1
822	9	16.7	0	54.9	1
823	15	52.7	51.1	125.2	1
824	9	60.9	43.1	109.1	1
825	6	75.3	24.1	108.2	1
826	9	25.1	0	31.4	1
827	15	25.1	21.7	53.9	1
828	14	63.3	46.2	104.3	1
829	11	89	66.3	124.8	1
830	12	83.1	83.1	127.9	1
831	7	63.9	24.6	137.1	1
832	7	32.4	11.1	111.1	1
833	9	23.8	0	87.7	1
834	6	35.9	0	92.6	1
835	11	24.4	0	66.4	1
836	4	41.5	0	107.1	1
837	9	4.9	1.3	86.5	1
838	10	58.2	0	77.8	1
839	8	16.9	0	63.7	1
840	13	85.9	54.1	122.9	1
841	14	48.6	0	66.9	1
842	5	44.3	0	67.3	1
843	11	18.1	0	87.7	1
844	9	13.5	0	78.2	1
845	8	41.8	0	84.6	1
846	8	0	0	71.6	1
847	9	41.8	0	53.4	1
848	13	0	0	71.4	1
849	4	69.7	20.8	133.6	1
850	13	2.2	0	53.5	1
851	8	41.8	0	60.8	1
852	13	1.5	0	53	1
853	7	51.9	0	111.3	1
854	7	51.7	20.6	108.2	1
855	13	51.5	3.4	100	1
856	14	66.6	18.6	84.2	1
