"rep"	"ntaxa"	"delta"	"CIlo"	"CIhi"	"corr"
75	12	46.4	6	87.8	1
76	12	0	0	55.8	1
77	10	78.5	69.3	112.1	1
78	10	83	49	106.2	1
79	12	20.4	0	45.2	1
80	16	27.3	5.9	48	1
81	11	34.1	0	56.5	1
82	12	71.6	24	123.4	1
83	13	75.5	30.2	108.6	1
84	9	18.4	0	52.8	1
85	11	0	0	27.1	1
86	12	0	42.1	88.2	0
87	15	35.3	23.4	104.3	1
88	12	40	16.9	41.5	1
89	9	6.2	15.3	44.5	0
90	10	53.2	0	84.1	1
91	6	59.7	0	109.2	1
92	9	55.1	22.6	67.3	1
93	12	68.9	41.7	114.5	1
94	8	56.1	11.5	109	1
95	16	0	0	77.6	1
96	15	38.4	0	36.4	0
97	7	87.9	54.2	135.1	1
98	9	5.3	0	67	1
99	10	47.2	16.5	91.1	1
100	12	88.8	37	81.4	0
101	12	10.6	12.7	37.3	0
102	20	11.5	0	39.5	1
103	8	7.6	0	26	1
104	14	4.6	0	27.5	1
105	9	38.3	0	70.5	1
106	9	11	0	51.8	1
107	14	39.4	0	76.8	1
108	8	42	15.2	85.1	1
109	10	56.9	46.7	93.1	1
110	14	13.2	0	33.9	1
111	13	57	0	83.2	1
112	7	61.8	17.1	114.5	1
113	15	17.4	0	74.5	1
114	11	83.7	36.9	105.5	1
115	9	34.2	0	88.6	1
116	8	22.5	0	66.4	1
117	15	6	0	60.8	1
118	4	58.6	27.4	116.2	1
119	8	88.6	76.5	147.6	1
120	10	82.3	56.6	112.8	1
121	7	19.5	46.1	94.1	0
122	12	35.7	0	85.3	1
123	10	82	73.2	152.6	1
124	7	2.7	0	75.4	1
125	4	65.4	1.2	97.4	1
126	9	0.8	0	24.1	1
127	4	61.1	14	142	1
128	11	40.3	25.1	66.6	1
129	4	12	0	87.7	1
130	12	52.8	13.1	97.4	1
131	12	10.8	0	40	1
132	10	83.3	55.6	135.8	1
133	11	51.3	0	98	1
134	4	19.7	0	57.7	1
135	7	27.5	0	72.8	1
136	12	67.8	30.8	112.9	1
137	5	5.7	0	96.8	1
138	14	0.1	0	85	1
139	7	0	0	83.1	1
140	19	22.3	0	32.4	1
141	8	37.2	3.3	77	1
142	9	41	0.6	80.6	1
143	10	24.7	10.5	89	1
144	11	72.5	36.3	106.6	1
145	11	83.5	52.6	116.7	1
146	12	43.6	0	88.3	1
147	9	80	41.9	94	1
148	11	70.4	20.6	99.4	1
149	12	41.8	0	77.3	1
150	5	40.6	0	91.7	1
151	10	43.1	0	44.4	1
152	12	72.9	34.5	105.1	1
153	11	22.1	14	83.1	1
154	4	26.4	0	103.8	1
155	9	23	0	82.5	1
156	10	6.4	19.1	32.8	0
157	8	50.6	44.3	72.3	1
158	8	46.1	26.5	66.5	1
159	8	80.7	35.9	105.7	1
160	8	64.8	0	113.1	1
161	14	25.2	0	67.9	1
162	10	69.3	27.8	104	1
163	6	13.5	0	85.1	1
164	11	30.1	0	48.2	1
165	10	0	0	66.6	1
166	13	50.1	0	57.1	1
167	11	59.8	7.8	88.9	1
168	8	36.8	22.5	105.9	1
169	6	2.7	0	49.7	1
170	13	0	19.1	33.1	0
171	7	67.9	10.3	82.4	1
172	5	46.3	0	48.7	1
173	11	54.3	27.4	93.9	1
174	12	0	0	87.7	1
175	5	34.9	0	82.1	1
176	10	14.1	0	72.2	1
177	10	59.8	15.6	106.5	1
178	9	76.7	76.7	136	0
179	13	8.8	6.2	51.8	1
180	9	6.2	0	47.2	1
181	10	83.3	47.8	119.8	1
182	9	22.3	0	71.2	1
183	12	0.6	0	52.1	1
184	13	62.8	57.2	104.8	1
185	14	79.8	70.7	132.5	1
186	6	3.5	0	85.9	1
187	16	0	0	95.3	1
188	4	5.8	0	119.1	1
189	4	35.7	0	99	1
190	9	17.2	0	61.6	1
191	8	76.6	1.2	67.3	0
192	9	71.8	59.9	127.7	1
193	11	22	0	61	1
194	14	31.7	0	80.8	1
195	14	34.8	0	52.7	1
196	4	13.1	0	107.1	1
197	6	37.2	0	80.3	1
198	10	0	0	76.3	1
199	6	27	0	64.5	1
200	11	51.5	15.1	117	1
201	8	60.2	0	84.2	1
202	9	63.9	26.7	75.7	1
203	11	87.7	67.2	115.3	1
204	7	73	36.5	124.1	1
205	10	88.8	54.7	126.6	1
206	7	17.3	0	93.9	1
207	10	83.1	66.1	150	1
208	16	50.6	12.4	91.5	1
209	10	0	0	65.6	1
210	10	41.8	0	80.7	1
211	9	69	13.2	81.2	1
212	7	54.2	42.7	104.5	1
213	7	80.8	38.8	115.9	1
214	4	29.9	0	95.5	1
215	13	35.9	0	77.1	1
216	8	73.4	21.3	93.4	1
217	11	0	0	23.6	1
218	9	74.4	0	98.4	1
219	7	55.9	38.9	102.3	1
220	8	35	0	74.6	1
221	14	54.3	3.8	95.9	1
222	13	0	0	28.7	1
223	10	69.9	4.7	75.9	1
224	7	89	47.2	116.7	1
225	7	0.6	0	98	1
226	8	29.6	36.1	58.4	0
227	4	64.9	0	90.3	1
228	9	13	31.1	56.5	0
229	8	9.2	0	54.5	1
230	11	75.7	32.4	109.4	1
231	11	80.4	58.5	128.1	1
232	5	49.7	0	65.5	1
233	8	3.3	0	59.8	1
234	7	13.2	0	97.2	1
235	10	30.2	0	55.4	1
236	11	55.3	0	81	1
237	7	36.9	0	75.5	1
238	9	35.7	0	60.4	1
239	6	72.2	25.4	99	1
240	8	7.5	0	74.5	1
241	13	24.8	29	36.8	0
242	6	0.9	0	64.5	1
243	8	63	0	74.4	1
244	12	50.8	26.6	67.7	1
245	15	8	0	69	1
246	8	71.9	38.1	113.6	1
247	11	11.1	0	44.5	1
248	8	18.6	32.8	56.6	0
249	8	53.4	0	91.4	1
250	12	37.4	0	70.4	1
251	15	71.8	55.3	80.3	1
252	5	88.4	38.4	111.4	1
253	10	6.2	0	34.1	1
254	9	83.4	40.3	118.6	1
255	15	22.7	1.8	44.5	1
256	5	27	0	70.9	1
257	9	86.3	67.8	134.2	1
258	10	30.5	10.4	65.8	1
259	12	72.6	30.4	100	1
260	4	19.3	0	87.6	1
261	16	19.5	0	76.2	1
262	13	63.3	29.9	96.8	1
263	8	14	0	103.9	1
264	8	5.7	12.4	68.5	0
265	9	0.7	29.2	71.4	0
266	16	0	0	122.4	1
267	11	74.1	38.1	106.4	1
268	10	89.8	71.8	136.7	1
269	9	58.3	0	89.8	1
270	8	81.8	59.9	140.4	1
271	6	0	0	76.2	1
272	6	45.3	16.1	76.1	1
273	14	52.7	0	68	1
274	8	28	12	99.9	1
275	7	32.1	0	58.5	1
276	9	22	0	54.7	1
277	6	56.7	0	74.1	1
278	5	12.4	0	34	1
279	8	64	23.8	88.6	1
280	8	60.4	32.3	75.1	1
281	13	4.4	0	47.7	1
282	13	88.5	41.8	96.5	1
283	8	28.7	0	68.4	1
284	9	13.8	0	99.2	1
285	7	83.1	39.6	113.4	1
286	13	30.8	0	50.5	1
287	9	73.4	57.2	132.9	1
288	15	61.6	1.9	81.6	1
289	12	30.1	17.4	101.4	1
290	9	12	0	70.9	1
291	11	68.3	34.6	84.9	1
292	14	88.8	57.7	112.8	1
293	10	79.6	64.2	120.8	1
294	19	68.7	29.1	80.6	1
295	8	23.1	0	77.1	1
296	8	0	0	64.6	1
297	8	43.1	23.2	83.7	1
298	9	0	0	90.3	1
299	10	0	0	126.6	1
300	9	52.9	10	82.7	1
301	18	51.1	5.7	91	1
302	13	42.1	17.3	104.6	1
303	9	36.3	0	104.3	1
304	16	57.6	42.3	90.1	1
305	8	76.7	17.2	85.4	1
306	9	12.5	0	45.8	1
307	12	77.2	44.3	119.9	1
308	8	44.3	0.2	120.1	1
309	12	56.3	27.4	111.9	1
310	9	76.2	24.6	94.5	1
311	14	34.3	0	32	0
312	13	67.7	32.4	102.2	1
313	10	79.5	21.2	111.4	1
314	8	85.2	61.9	131	1
315	9	46.4	0	69.7	1
316	6	38.1	0	59.8	1
317	8	61.4	4.5	109.9	1
318	13	84.2	66.9	112	1
319	7	33.1	19.6	54.6	1
320	8	42.6	30.6	61	1
321	10	0	0	91.2	1
322	13	67.3	10.9	99.5	1
323	8	40.1	0	59.6	1
324	8	18.1	0	67.5	1
325	10	15.2	0	72.2	1
326	7	31.6	0	66.1	1
327	5	0	0	48.9	1
328	4	35.2	0	81.3	1
329	11	23.9	47.9	90.9	0
330	10	14.4	0	79.2	1
331	9	16.6	0	68.1	1
332	9	0	0	70.5	1
333	8	24.1	0	65.5	1
334	12	64.6	34.1	110.1	1
335	12	37.4	1.3	68.9	1
336	11	49.5	0	77.5	1
337	11	80.9	43.6	124.9	1
338	10	79	33.2	109.7	1
339	18	4.1	6.6	43.6	0
340	12	0	0	27.8	1
341	11	24.6	0	41.1	1
342	7	16.5	0	38.6	1
343	8	32.7	0	77.4	1
344	12	35.4	0	18.4	0
345	12	84.9	63.7	129.2	1
346	10	22.9	0	41.7	1
347	4	70.7	0	102.2	1
348	8	70.3	24.7	116.7	1
349	20	79.1	36.3	105.4	1
350	12	44.1	0	71.5	1
351	6	84.9	45.6	123.3	1
352	14	86.9	80.1	130.8	1
353	8	84.1	75.5	152.9	1
354	9	38.6	10.5	81.1	1
355	16	21.6	12.4	43.6	1
356	19	46.6	6.1	85.5	1
357	8	70.7	37.5	107.8	1
358	10	81	37	109.4	1
359	9	52.9	0	86.2	1
360	13	37.3	8.1	40.8	1
361	13	9.8	0	59.8	1
362	6	69.8	34.1	133.6	1
363	11	23.1	14.4	31.6	1
364	11	88.9	65.1	140.6	1
365	8	72.4	39.4	111.1	1
366	8	82.3	29.2	92.7	1
367	6	71.8	64	170.9	1
368	10	58.9	22.9	96.3	1
369	10	82.2	50	120	1
370	14	25.8	0	39.2	1
371	11	25.6	0	40.7	1
372	9	62.3	30.1	108.6	1
373	14	42.4	0	69.2	1
374	7	3.2	0	47.9	1
375	7	83.9	64.7	152.2	1
376	10	5.6	0	85.7	1
377	11	39.4	0	90.6	1
378	6	56.1	0	92.3	1
379	9	14	0	29.3	1
380	13	0	0	72.3	1
381	11	33.1	0	90.9	1
382	13	18.4	0	52.3	1
383	10	6.8	0	27	1
384	4	40.9	0	61	1
385	8	45	0	84.3	1
386	9	28.2	0	55.3	1
387	14	79.4	40.5	85.4	1
388	8	8	0	54.9	1
389	12	54.3	8.7	81.8	1
390	14	1.1	0	48.9	1
391	8	66.1	12	100.8	1
392	10	87.6	40.3	93.5	1
393	8	70.6	37.4	134.3	1
394	18	83.3	45	108.1	1
395	10	85.8	52.1	118	1
396	9	0	8.4	31	0
397	5	58.6	0	72.6	1
398	8	10.7	0	17.8	1
399	7	82.5	33.2	91.3	1
400	18	18	37.8	84.5	0
401	11	87.3	60.8	135.3	1
402	4	44.3	0	68.2	1
403	15	5.8	0	32	1
404	7	80.8	14.8	119.6	1
405	11	14.1	0.4	38.9	1
406	9	54.3	13.2	75.7	1
407	12	76.3	34.2	111.5	1
408	6	18.3	0	76.6	1
409	13	70.7	18.6	90.8	1
410	8	51.2	0	75.6	1
411	11	5	0	62.8	1
412	8	0	0	102.5	1
413	7	72.6	24.3	121.1	1
414	10	48.8	0	72.3	1
415	10	27.2	30	87	0
416	11	82.4	62.2	125.4	1
417	11	60.7	16.9	78.7	1
418	12	20.4	0	67.5	1
419	6	9	0	85.2	1
420	5	54.2	9.1	125.4	1
421	9	18.1	0	84.7	1
422	12	18.9	0	63.4	1
423	10	3.4	6.7	33.8	0
424	12	85.6	50	108.1	1
425	4	75.2	48	146.8	1
426	11	22.5	0	67.3	1
427	16	54.4	0	93.6	1
428	9	16.6	0	71.2	1
429	14	55.3	0	94.6	1
430	10	9.1	0	59.9	1
431	4	62.7	4.7	83.7	1
432	11	24.7	0	54.5	1
433	7	28.1	0	59.6	1
434	13	21.9	0	58.4	1
435	11	30.6	13.1	75.7	1
436	13	77.8	52.8	122.5	1
437	12	24.7	0	74.2	1
438	12	44.8	21.2	86.7	1
439	7	53.9	0	105.6	1
440	7	89.9	76.5	143.5	1
441	13	70	13.1	98.8	1
442	14	63.5	67.1	114.5	0
443	6	0	0	24.5	1
444	4	1.1	0	41.9	1
445	11	9.9	0	74.8	1
446	8	59.9	13.5	109.5	1
447	10	64.1	27.1	71	1
448	6	43.9	0	102.7	1
449	17	69	32.6	107.7	1
450	12	36.1	0	81.7	1
451	6	42.4	0	93.8	1
452	6	9.2	0	65.1	1
453	5	75.7	28.1	103.1	1
454	11	79.3	52.3	111.4	1
455	12	43.1	0	89.4	1
456	13	38.7	0	58	1
457	11	46.2	0	50.3	1
458	8	87.4	53.4	143.5	1
459	15	0	0	43.5	1
460	16	34.2	0	48	1
461	6	82.3	52.5	137.9	1
462	10	6.9	0	71.9	1
463	10	43.1	29.5	71.1	1
464	8	15.8	0	38.5	1
465	4	83	58.8	170.6	1
466	8	39.5	8.6	101.1	1
467	10	6.8	0	63.5	1
468	7	68.5	8.4	105	1
469	7	36.8	7.1	61.2	1
470	14	83.7	62.7	117.6	1
471	9	78.7	25.4	122.2	1
472	12	18.4	0	42.4	1
473	7	49.1	0	97.3	1
474	6	45.3	0	84.8	1
475	6	20.5	0	77.9	1
476	7	26.5	0	66	1
477	7	71.6	21	96.8	1
478	9	35	0	74.1	1
479	6	41.7	0	107.2	1
480	10	20.2	0	53	1
481	4	0	0	89.7	1
482	12	54.3	0	75.3	1
483	13	84.6	30	90.2	1
484	15	35.5	0	53	1
485	14	87.7	74.5	109.4	1
486	15	83.1	47.8	107	1
487	9	9	7.6	73.9	1
488	10	44.8	0	77.3	1
489	4	52.2	0	88.6	1
490	7	20.6	0	56.4	1
491	7	0	0	70.7	1
492	15	83.9	71.9	121.5	1
493	14	22	9.5	43.7	1
494	17	44.9	0	48.3	1
495	11	60.7	24	59.7	0
496	13	5	18.3	33.5	0
497	14	70.1	59	100	1
498	10	87.9	57.8	139.6	1
499	7	0	0	53.2	1
500	18	74	54.4	107.9	1
501	8	14.2	0	68.7	1
502	9	0	0	65	1
503	9	25.9	0	84.3	1
504	8	55.7	38.8	92.3	1
505	7	74.1	55.5	115.5	1
506	7	70.3	23.3	122.2	1
507	9	8.3	0	44.8	1
508	10	31.8	0	83.6	1
509	12	34.8	0	68.6	1
510	7	87	69.5	133.4	1
511	11	6.5	0	57.3	1
512	7	67.3	0	73.4	1
513	7	88	59.4	128.6	1
514	14	36.9	0	67.7	1
515	8	57.5	0.5	110.5	1
516	7	31.1	0	83.9	1
517	10	45.2	44.8	123.8	1
518	11	19.5	0	29.1	1
519	8	8.9	0	68.3	1
520	9	0.9	0	78.1	1
521	8	66.6	22.9	117.4	1
522	8	67.8	0	92	1
523	11	55.2	0	63.1	1
524	18	66.8	17.9	101	1
525	7	0	0	93.9	1
526	11	14	0	53	1
527	6	78	39.8	126.7	1
528	7	49.1	0	86.9	1
529	12	0	0	61.1	1
530	6	28.9	0	70.3	1
531	8	84.6	39.1	86	1
532	15	54.4	7.8	91.8	1
533	9	57.6	0	63.2	1
534	11	39.5	0	50.2	1
535	8	61.4	48.6	89.2	1
536	11	0	49.5	95.4	0
537	15	45.7	14.5	65.2	1
538	6	6.5	0	66.1	1
539	7	21	0	119.5	1
540	17	8.7	0	58	1
541	11	52.7	1.2	88.1	1
542	10	46.4	24.4	100.4	1
543	12	12.8	0	56.1	1
544	10	27.1	22.5	49.6	1
545	5	29.2	0	19.9	0
546	9	84.4	64	121.6	1
547	8	89	66.9	134.2	1
548	15	19.5	0	43.8	1
549	11	16.2	30.6	62	0
550	11	61.8	0	93.7	1
551	11	65.2	16.2	94.4	1
552	11	0	17	27.7	0
553	12	76.5	15.8	80.5	1
554	16	65.9	50.3	84.2	1
555	10	75.2	27.2	130	1
556	7	21.5	0	53.7	1
557	13	71.7	39.4	92.3	1
558	9	69.5	7.5	98.7	1
559	9	76.2	26.1	115.2	1
560	10	9.3	0	52.4	1
561	11	76.3	43.1	115.9	1
562	9	3.6	0	92.5	1
563	8	38.6	5.8	77.3	1
564	10	58.2	0	84.1	1
565	11	0	0	109.7	1
566	7	56	0	74.6	1
567	8	7.9	0	90	1
568	4	11.4	0	84.7	1
569	14	63.8	48.3	92.7	1
570	13	12.6	2.5	72.7	1
571	9	3.6	0	44.3	1
572	10	40.1	0	99.6	1
573	11	40.4	0	62.3	1
574	4	42.6	0	75	1
575	14	71.1	50.7	113.3	1
576	12	12.3	0	40	1
577	8	78.1	42.8	112.4	1
578	14	76.5	50.1	85.7	1
579	9	0	23.7	75.8	0
580	9	86.1	53	118.3	1
581	12	27.5	5.4	81.4	1
582	12	60.9	0	109.5	1
583	11	0	7.9	73.4	0
584	6	57.5	15.4	121.9	1
585	5	12.1	0	110.8	1
586	6	8.5	0	19.8	1
587	11	25.8	0	86.5	1
588	9	5.7	0	83.2	1
589	11	33.5	0	60.9	1
590	8	64.5	0	88.8	1
591	8	6.3	0	24.9	1
592	18	0	0	34.3	1
593	11	0	0	34.4	1
594	13	25.6	0	30.4	1
595	17	71.4	13.1	90.6	1
596	11	71.8	26.9	81	1
597	7	29	0	64.6	1
598	8	72.2	0	82.1	1
599	7	7.1	0	69.9	1
600	10	4.2	0	57.2	1
601	13	69.4	44.6	128.4	1
602	10	67.2	30.8	84.1	1
603	9	75.2	32.6	107	1
604	8	45.4	9.5	80.4	1
605	12	0	0	50	1
606	11	12.8	0	54.2	1
607	14	46.9	0	77.3	1
608	8	39.5	0	74.8	1
609	7	50.5	3.3	102.5	1
610	12	80.8	35.8	104	1
611	10	9.3	0	47.1	1
612	9	46	0	94.4	1
613	4	4.7	0	128.4	1
614	11	13.8	0	35.9	1
615	10	78.7	36.2	99.4	1
616	14	0	0	21.8	1
617	7	23.7	0	91.1	1
618	10	43.7	0	70.4	1
619	10	51.9	0	73.3	1
620	17	77.3	31.1	83.9	1
621	10	86.8	63.8	139.6	1
622	5	0	29.3	64.6	0
623	13	77	21.7	87.1	1
624	7	6.6	0	47.4	1
625	13	10.9	0	86.3	1
626	11	56.1	45.2	108	1
627	11	70.5	20.5	101.3	1
628	7	45.8	0	117.4	1
629	12	4.4	0	96.4	1
630	4	21.4	0	68.2	1
631	7	86.4	78.3	146.6	1
632	10	64.3	0	86.9	1
633	16	59.7	40.3	72.6	1
634	10	0	0	37.9	1
635	9	39.3	0	71	1
636	5	41.2	21	62	1
637	13	44.3	0.1	73.6	1
638	5	19.9	0	74.7	1
639	11	0	0	35.7	1
640	8	28.3	0	90	1
641	9	1.9	0	99.6	1
642	15	73.4	19.3	101.9	1
643	9	28.6	0	77.4	1
644	9	4.8	0	69.4	1
645	11	29.9	0	76	1
646	7	29.4	0	82.7	1
647	11	72	55.1	88.9	1
648	10	56.2	42.7	90.7	1
649	9	60.8	0	71.1	1
650	19	82.5	58.1	111.6	1
651	11	0	15.6	101.1	0
652	13	55.3	5	90.4	1
653	14	55.1	37.7	94.1	1
654	10	0	0	74.7	1
655	14	47.5	11.8	66.7	1
656	5	73.5	23.7	78.9	1
657	11	75.5	49.5	99.9	1
658	7	35.2	39.6	86.1	0
659	10	14.8	0	72.2	1
660	8	19.8	0	29.8	1
661	10	86.3	68.3	145.4	1
662	16	3.5	12.1	30.8	0
663	10	23.1	0	55.4	1
664	10	69.8	25.6	95.3	1
665	10	39.8	0	77.1	1
666	8	45.9	0	114.5	1
667	18	37.3	40.3	60.2	0
668	14	0.5	0	30.1	1
669	14	74.9	51.5	131	1
670	10	24.4	0	87.7	1
671	14	53.8	30	47.8	0
672	12	8.8	0	60.5	1
673	4	17.8	0	95	1
674	5	63.4	0	90.5	1
675	12	65.6	20.8	110.6	1
676	9	17.7	0	104.4	1
677	8	26.9	13.2	36.3	1
678	9	15.3	0	79.6	1
679	15	0	29	77.4	0
680	6	2.1	0	86.3	1
681	9	19.2	0	91.3	1
682	12	57.4	0	66.7	1
683	8	1.4	0	62.5	1
684	10	58.1	4.9	100	1
685	10	25.4	0	59.4	1
686	12	88.6	74.4	118.9	1
687	7	2.7	0	113.1	1
688	6	75.7	8.6	92	1
689	11	75	35.3	102.1	1
690	9	73.6	26	119.4	1
691	11	73	0	77.7	1
692	12	28.8	3.2	76	1
693	9	86.3	51.2	128.1	1
694	7	28.1	0	108	1
695	14	39.4	14.3	79	1
696	9	79.6	39.3	113.7	1
697	12	77.9	39.2	106.6	1
698	14	50.6	35.2	105.7	1
699	5	32.7	0	69.8	1
700	8	53.4	10.9	100.8	1
701	9	35.1	0	90.6	1
702	12	17.1	0	40.7	1
703	11	46.4	35.2	76.7	1
704	15	35.9	0	44.9	1
705	15	13	0	51.6	1
706	14	19.7	7	38.5	1
707	10	32.8	0	82	1
708	6	0	14.4	60.7	0
709	12	41.8	10.1	108.2	1
710	10	45.9	0	83.5	1
711	6	27.3	0	92	1
712	10	74.4	33	115.1	1
713	9	18.6	0	62.3	1
714	10	83.5	69.7	107.6	1
715	18	0	0	25.1	1
716	6	29.4	0	85.5	1
717	11	63.7	32.1	126.7	1
718	10	4.1	0	39	1
719	9	0	0	42.5	1
720	14	42	0	90.5	1
721	4	33.9	0	49.9	1
722	7	39.9	33.8	69.5	1
723	8	54.2	6.5	108.9	1
724	10	7.9	0	71.4	1
725	13	73.9	33.1	100.9	1
726	11	47.3	34.4	82.5	1
727	9	85.8	67.1	145.7	1
728	7	6	0	56.1	1
729	11	19.6	0	81.3	1
730	16	33.1	9.4	36.6	1
731	8	34.3	34.8	67.2	0
732	12	21.1	0	24.7	1
733	7	41.6	0	68.3	1
734	10	19.4	0	74.2	1
735	7	0	0	77.5	1
736	9	39.2	0	73.3	1
737	8	75.7	29.2	117	1
738	11	31.1	0	61.7	1
739	13	79.2	41.7	110	1
740	15	47.5	0	51.3	1
741	10	64.9	27.4	88	1
742	6	47.2	32.3	94	1
743	7	28.7	0	75	1
744	15	6.4	0	73.4	1
745	8	1.6	0	83.5	1
746	10	59.7	0	111.8	1
747	13	80	52.3	127.9	1
748	6	88.5	40.8	117.4	1
749	9	74.9	27.7	104.6	1
750	6	39.5	0	81	1
751	10	39.7	6.2	72.5	1
752	7	74.3	46.6	105.6	1
753	12	13.4	0	62.4	1
754	7	0	0	87.6	1
755	8	48.3	0	102.6	1
756	11	2.5	0	77.3	1
757	15	48.5	7.6	63.1	1
758	10	50.9	0	92.2	1
759	8	57.3	45.2	95.1	1
760	13	31.2	0	75.9	1
761	9	59.1	0	69.1	1
762	10	61.4	18.9	117.1	1
763	15	8.8	0	28.3	1
764	9	23.3	0	72.9	1
765	10	1.3	5.6	30.2	0
766	4	34.6	0	30.4	0
767	15	39.7	18.9	104.5	1
768	13	10.3	0	68.2	1
769	14	68.5	53.5	91.2	1
770	8	0	0	121.1	1
771	11	11.8	0	57.3	1
772	11	41	0	83.5	1
773	6	30.3	0	85.8	1
774	10	16.1	0	57.7	1
775	13	32	33.8	72.4	0
776	14	0	0	28	1
777	11	86.2	43.1	110.1	1
778	9	31.1	0	38.6	1
779	14	88.4	56	114.9	1
780	10	1.4	0	51.9	1
781	10	0	0	60.8	1
782	9	36.6	17.9	76.4	1
783	9	29.6	0	81.4	1
784	10	67.6	46.4	107	1
785	10	3.2	27.6	89.4	0
786	8	9.6	0	33.2	1
787	7	71.3	11.5	124	1
788	15	84.5	36.8	114.3	1
789	11	64.4	14.8	76.1	1
790	10	23.1	0	88.1	1
791	8	17.6	0	60.2	1
792	19	9.9	23.9	45.9	0
793	9	19.4	6.6	53.5	1
794	12	1.7	0	72.1	1
795	9	65.2	7.7	74.8	1
796	6	34.2	0	55.5	1
797	4	0	0	59.8	1
798	10	40	31.4	65.5	1
799	13	0	0	33.9	1
800	9	1.6	0	70.7	1
801	11	8.5	0	22.4	1
802	8	2.5	0	69.4	1
803	7	53.4	16.5	118.7	1
804	9	67.9	18.4	108.1	1
805	16	51.7	0	61.5	1
806	9	10.3	0	87.3	1
807	11	62.5	36.9	81.5	1
808	12	0	0	64.5	1
809	4	71.9	20.6	105.9	1
810	16	43.7	0	47.4	1
811	9	8.1	24.1	50.2	0
812	12	61.9	8.7	116	1
813	14	8.8	0	65.1	1
814	11	52.9	22.6	80.3	1
815	10	46.1	0	80.9	1
816	4	81	47.9	123.3	1
817	8	84.6	63.1	128	1
818	13	27.6	0	56.4	1
819	14	81.4	34.8	100	1
820	11	33.9	9.6	72.3	1
821	9	75.1	38.4	130.9	1
822	4	66.1	0	103.1	1
823	10	48.5	51	87.5	0
824	14	29.8	0	46	1
825	11	0	13.1	36.1	0
826	11	51.3	0	60.1	1
827	5	8.1	0	40.1	1
828	8	67.3	1.1	94.5	1
829	6	14.4	0	101.6	1
830	15	87.6	70.1	117.7	1
831	10	15.1	0	63.4	1
832	11	48.3	11.1	95.6	1
833	6	38.4	0	32.3	0
834	9	68.5	19.9	101	1
835	13	23.9	0	47.9	1
836	13	62.1	24.2	81.5	1
837	10	44	0	47.4	1
838	7	22.2	0	48.6	1
839	12	32.6	0.1	42.7	1
840	7	75.9	41	139	1
841	7	71.1	34.4	134.7	1
842	5	58.6	0	85.4	1
843	8	15.2	0.5	48.6	1
844	8	69.9	33.7	70.3	1
845	5	0	0	74.2	1
846	13	41.7	0	70.4	1
847	11	32.5	0	81.7	1
848	14	4.7	10	73.4	0
849	10	36.5	0	67.2	1
850	10	87.6	67.3	146.2	1
851	7	78.5	40.9	107.1	1
852	10	16.4	0	41.5	1
