"rep"	"ntaxa"	"delta"	"CIlo"	"CIhi"	"corr"
851	9	25.5	0	74.5	1
852	8	0	0	73.7	1
853	11	75	24.6	93.1	1
854	10	71.6	36.4	87.6	1
855	8	0	0	58.6	1
856	11	20.8	31.9	113.7	0
857	14	32.5	13.2	103.8	1
858	10	38.1	6.3	112.1	1
859	8	67.7	18.6	126.4	1
860	6	42.2	0	103	1
861	6	65.7	24.1	107.6	1
862	14	19.7	0	80.9	1
863	11	74.6	18.7	86.1	1
864	6	2.5	0	71.3	1
865	9	67.5	45.9	99.9	1
866	7	7	0	54.6	1
867	8	25.4	0	78	1
868	12	0	0	75.2	1
869	7	25.2	0	85.7	1
870	20	35.8	0	46.5	1
871	13	13.3	0	39.5	1
872	11	46.1	0	81.8	1
873	14	5.5	0	36.1	1
874	9	81.7	47.9	125.1	1
875	8	43.2	42.4	140.7	1
876	4	68.3	38.4	136.2	1
877	15	56	43.5	99.6	1
878	14	52	5.8	74	1
879	11	51.1	0	84.4	1
880	11	60.8	20	114.2	1
881	8	0	0	108.1	1
882	8	79	49.7	125.6	1
883	6	22.7	6	99.7	1
884	9	65.3	9.5	78.8	1
885	6	7	0	77	1
886	14	0	0	59.1	1
887	9	22.1	0	79.5	1
888	11	76.1	9.7	95.3	1
889	11	88.7	71.4	140.6	1
890	10	21.9	0	102.2	1
891	15	88.3	54.3	116.7	1
892	17	25.4	0	51.3	1
893	13	86.3	68.3	127.4	1
894	16	0	22.8	110.9	0
895	6	86.2	50.6	128	1
896	8	61.9	8.7	94	1
897	11	59.5	36.1	100.3	1
898	12	49.8	37.2	117.3	1
899	9	6.7	0	78	1
900	12	30.8	23.3	122.5	1
901	11	63.2	0	73.8	1
902	8	41	0	108.4	1
903	8	33	0	108.1	1
904	12	46	10.5	93.6	1
905	11	28.4	22.8	66.4	1
906	6	44.8	0	50	1
907	9	31.4	2.9	75.6	1
908	15	84.5	68	140.7	1
909	13	39.3	0	68.9	1
910	9	23.6	0	102.9	1
911	14	19.5	0	84.6	1
912	7	72.6	27.2	98	1
913	8	11.1	23.6	44.2	0
914	9	44.3	4.3	84	1
915	10	30.7	0	44.6	1
916	10	23.9	0	64.4	1
917	10	40.1	38.1	85.8	1
918	9	69.4	35.2	98	1
919	12	0	0	79.7	1
920	12	0	8.3	56.6	0
921	7	70.8	0.3	74	1
922	6	5.7	0	75.2	1
923	14	50.2	32.2	75.8	1
924	10	49.3	0	76	1
925	15	22.7	0	56.4	1
926	11	53.8	0	74.5	1
927	9	3.4	8.1	91.3	0
928	9	37.8	21.5	95.4	1
929	4	24.8	0	74.7	1
930	8	83.4	31.7	91	1
931	12	56.2	0	44.1	0
932	13	88	69.3	126	1
933	14	31.9	0	70.8	1
934	9	31.2	27.4	92.3	1
935	11	49.2	0	83.8	1
936	8	81.5	17.6	80.9	0
937	9	81.3	41.5	92.5	1
938	11	9.3	0	80	1
939	8	81.8	36.7	109	1
940	11	30.5	0	84.4	1
941	10	17.3	0	82.6	1
942	9	49.9	10.4	85.9	1
943	11	63.5	49.8	145.2	1
944	14	70.4	22	79.8	1
945	8	70.5	15.7	81.8	1
946	7	54.5	25.7	128.1	1
947	13	62.1	8.2	85.6	1
948	10	52.6	4.6	89.9	1
949	6	6.9	0	67	1
950	10	0	0	85.1	1
951	14	71.4	31.1	77.9	1
952	16	7.3	50.6	80.2	0
953	13	71	34.3	119.6	1
954	4	60.6	0	109.4	1
955	11	0	0	98	1
956	8	15.5	0	73.4	1
957	9	24.3	0	93.4	1
958	18	53.3	31.1	107.9	1
959	12	83.5	42.3	110.3	1
960	10	87	58.7	140.9	1
961	8	5.5	0	70.1	1
962	10	5.6	0	80	1
963	8	33.1	0	67.8	1
964	7	30.3	0	84.5	1
965	9	47.7	13.2	100.9	1
966	14	5	0	79.7	1
967	11	52.9	39.6	97.8	1
968	6	90	53.5	107.9	1
969	13	51.4	6.4	78	1
970	6	54.7	2.8	73.9	1
971	16	33.4	0	54.7	1
972	16	87	50.8	106	1
973	8	64.2	15.1	81.6	1
974	10	45.1	0	90.5	1
975	10	52.6	0	71.6	1
976	13	48.7	68.9	108.9	0
977	6	15.1	0	87.1	1
978	12	51.3	26	93.5	1
979	8	26.5	0	35.5	1
980	9	31.8	0	62	1
981	13	11.4	0	60.7	1
982	8	30.8	0	43.2	1
983	14	63.9	33.1	96.6	1
984	14	31.1	0	50.6	1
985	9	0	0	81.1	1
986	11	70.7	37.1	117.3	1
987	13	50.1	0	89.8	1
988	14	32.3	0	79.6	1
989	12	1.9	0	78	1
990	12	82.5	43.7	115.9	1
991	7	51.5	18.8	111	1
992	7	16.4	0	80.6	1
993	13	84	37.7	113.2	1
994	9	73.6	39.3	122.1	1
995	15	66.6	29.2	73.1	1
996	12	4.1	0	65.9	1
997	10	52.5	0	78.7	1
998	6	56.1	6.2	66	1
999	10	66	13.1	96	1
1000	9	59.2	13.6	92	1
