"rep"	"ntaxa"	"delta"	"CIlo"	"CIhi"	"corr"
232	12	45.1	0	68.6	1
233	6	60.1	22.7	128.6	1
234	13	0	0	51.8	1
235	16	24.1	40.4	114.2	0
236	15	0	0	73.7	1
237	9	47.7	12.4	108.9	1
238	6	17.1	0.1	23.3	1
239	9	5.3	0	82.7	1
240	19	10.7	0	44.1	1
241	4	0	0	61.2	1
242	6	78.6	38.3	126.6	1
243	10	74.8	49.4	137.8	1
244	7	54.7	20.1	121.8	1
245	11	15.8	0	74.4	1
246	13	53	0	57.8	1
247	8	28.1	38.2	121.9	0
248	5	52	0	54.7	1
249	10	56.2	56.9	112.7	0
250	11	27.8	0	71.4	1
251	7	13.6	0	38.3	1
252	7	3	0	75.3	1
253	8	36.2	0	81.6	1
254	7	69.1	31.2	119.2	1
255	7	31	5.8	60.5	1
256	12	7.9	17.5	50.6	0
257	12	39.2	0	27.6	0
258	7	6.4	0	86.3	1
259	10	14.8	0	94.6	1
260	10	55.2	0	94.9	1
261	12	8.8	24.8	37.4	0
262	9	0	0	52.9	1
263	9	35.6	0	74.5	1
264	11	48.1	20.1	98	1
265	14	68.4	24.9	109.3	1
266	8	16.8	0	94.2	1
267	9	8.7	0	48	1
268	13	26.7	0	53.5	1
269	8	38.3	0	101.4	1
270	11	44.4	0	76.1	1
271	10	63.9	47.3	122	1
272	8	80.6	35.9	100.2	1
273	10	46.9	24	52.1	1
274	6	89.5	66.2	148.2	1
275	16	82.3	59.1	113.7	1
276	12	19	0	79.4	1
277	14	0	0	60.5	1
278	7	18.5	0	48.7	1
279	8	18.6	0	76.1	1
280	10	85.8	46.8	104.6	1
281	8	47.8	0	78.1	1
282	10	0	0	65.1	1
283	5	48.8	10.9	97.9	1
284	7	13.5	0	72.8	1
285	8	53.3	0	43.7	0
286	9	77.6	40.6	122.8	1
287	10	82.3	37.6	108.3	1
288	15	19.2	0	56	1
289	10	71.5	21.1	113	1
290	6	5	0	89.8	1
291	9	66.1	0	82.8	1
292	15	6.8	0	46.5	1
293	11	80.3	56.1	128.9	1
294	10	20.9	0	84.7	1
295	10	38.2	0	79.4	1
296	10	63.1	23.7	110.9	1
297	7	26.3	0	75.2	1
298	11	87.6	49.2	135.5	1
299	8	26.7	0	65.1	1
300	9	22.4	0.4	111.4	1
301	14	65.2	28.4	99.5	1
302	8	72.1	1.6	73.4	1
303	13	29.6	0	56.9	1
304	10	55.6	23.6	89.6	1
305	11	27.9	0	94.2	1
306	11	74.7	30.1	103.6	1
307	10	64.3	32.5	95.9	1
308	11	0	0	49.7	1
309	6	7.7	27.5	60.4	0
310	15	0.9	0	74.9	1
311	9	84	48.4	141.8	1
312	11	18.9	0	75.8	1
313	7	48.8	0	75.7	1
314	9	0	0	61.9	1
315	12	46	0	84.8	1
316	17	0	0	81.8	1
317	11	49	0	39	0
318	12	85.4	57.7	123.1	1
319	5	17.2	0	58.1	1
320	7	0	0	108.7	1
321	15	1.8	0	62.2	1
322	10	72.1	18.8	107.3	1
323	11	0	0	63.6	1
324	9	49.9	14.2	75	1
325	4	4.2	0	73.3	1
326	13	87.1	62.7	137	1
327	10	61	2.8	92.3	1
328	5	27.4	0	103.9	1
329	8	0	0	55.9	1
330	6	64.4	24.6	121.2	1
331	9	0	0	99	1
332	5	32.5	0	83.6	1
333	13	65.6	17.7	59.2	0
334	6	75.6	33	96.1	1
335	12	89.5	50.2	105.9	1
336	9	7.3	0	77.5	1
337	16	7.7	0	74.1	1
338	9	10.9	0	77.6	1
339	8	0	0	79.4	1
340	13	21.4	0	63.8	1
341	10	67.2	17.8	109	1
342	14	0	0	81.3	1
343	13	78.6	37.7	120.8	1
344	11	89.2	52.3	115.8	1
345	11	76	33.3	81.6	1
346	12	61.6	4.6	87.9	1
347	7	10	0	78.2	1
348	7	57.8	0	66.3	1
349	12	88.6	65.1	140.6	1
350	8	39.5	0	113	1
351	15	79.8	69.3	151.1	1
352	12	32.5	21.1	46.2	1
353	13	66.9	20.4	107.2	1
354	10	89.6	71.6	141.9	1
355	17	81.3	35.9	101.7	1
356	11	37.1	0	65.2	1
357	13	31.4	0	41.4	1
358	6	83.2	68.2	157.1	1
359	12	56.7	19.6	93.4	1
360	12	58.2	21.8	79.9	1
361	6	0	0	90	1
362	15	1.8	0	64.2	1
363	14	73.3	21.3	85.8	1
364	7	1.1	0	61.6	1
365	8	35.1	0	69.5	1
366	10	41.4	0	79.4	1
367	9	86.4	45.7	114.3	1
368	9	34.1	14.9	90.1	1
369	11	54.2	0	81.2	1
370	9	18.6	0	73.7	1
371	11	47.2	0	72.8	1
372	8	68.2	7.3	77	1
373	9	79.6	32.8	127.2	1
374	5	9.7	22	55.1	0
375	11	42	0	53.8	1
376	11	79	32.5	121.2	1
377	11	83.2	68.3	147.9	1
378	7	0	0	84.6	1
379	9	71.9	35.7	115.1	1
380	9	2.3	0	80.8	1
381	10	25.5	15.5	83.8	1
382	17	79.2	46.9	111.8	1
383	9	9	0	58.5	1
384	10	67.2	36.5	100.9	1
385	10	80.6	45.6	101.8	1
386	9	26	5.1	82	1
387	11	0	1.9	51.7	0
388	4	89.9	69	134.8	1
389	9	19.7	0	73.8	1
390	4	21.3	0	96.6	1
391	14	40.3	0	75.2	1
392	10	3.2	0	78.1	1
393	10	8.6	0	69.5	1
394	11	0	0	123.3	1
395	13	13.8	0	81.9	1
396	5	27.1	0	57.2	1
397	13	60.1	53.9	108	1
398	6	20.2	0	52.8	1
399	14	20.3	0	58.4	1
400	11	52.4	23.6	75.2	1
401	16	68.5	28.3	75.5	1
402	15	79.3	54.5	128.6	1
403	9	35.9	0	77.3	1
404	13	58.4	3.9	84.9	1
405	14	10.1	0	38.4	1
406	10	37.7	0.2	72	1
407	12	6.5	11.8	123.2	0
408	14	7.8	0	56.5	1
409	10	11.5	0	75	1
410	10	5	0	62.9	1
411	7	44.8	0	71.8	1
412	9	67.8	0	77.5	1
413	11	0	37.2	113.9	0
414	11	10.5	0	60.1	1
415	13	11.7	0	37.3	1
416	10	41.9	0	81.7	1
417	10	80.2	31.4	106.5	1
418	8	51.2	45.4	86.8	1
419	14	66	0	60.2	0
420	15	0.5	0	49.8	1
421	10	25.2	1.2	83.3	1
422	15	0	0	36.8	1
423	9	80.2	39.3	121.3	1
424	7	35.1	0	50.3	1
425	15	79.6	40.8	104	1
426	8	88.4	72.9	175.4	1
427	13	11.3	8	55.3	1
428	14	23.3	35.8	50.5	0
429	14	40.4	20.3	30.8	0
430	8	79.9	36.4	105	1
431	10	47	19.9	74.1	1
432	10	35	20.8	81.3	1
433	6	11.9	0	61.5	1
434	11	44.2	35.6	78.8	1
435	11	26.2	7.8	82.1	1
436	8	38.8	0	59.3	1
437	13	4.5	0	75.5	1
438	9	2.5	0	29.9	1
439	12	41.5	0	62.3	1
440	9	3.5	0	69.3	1
441	13	26.1	23.5	46.5	1
442	11	68.1	28.2	118.2	1
443	10	5	0	69.4	1
444	6	0	0	72	1
445	18	6	23.9	34.4	0
446	9	57.1	42.2	80.7	1
447	15	0	12.9	82.8	0
448	10	73.1	10.8	88	1
449	15	0	22.6	70.6	0
450	5	55.8	0	80.2	1
451	15	0.3	0	39.3	1
452	12	55.3	25.8	79.7	1
453	9	32	0	67.2	1
454	14	34.7	25.2	74.4	1
455	9	17.4	0	39.9	1
456	4	79.1	39.5	130.1	1
457	8	34.3	0	67.5	1
458	10	6	0	69	1
459	16	0	0	46.3	1
460	13	63.1	9	92	1
461	14	56.7	26.1	104.1	1
462	5	66.9	18.2	118.4	1
463	12	85.8	33.1	104	1
464	9	50.8	0	78	1
465	15	8.2	0	78.5	1
466	4	36.1	33.7	109.9	1
467	9	9.6	0	97.7	1
468	11	20.7	0	80.9	1
469	8	53.5	0	82.7	1
470	10	0	0	68.8	1
471	10	13.2	0	50.3	1
472	4	13.9	0	97.3	1
473	8	41.6	0	73.4	1
474	11	44.8	23.4	94.8	1
475	17	49.4	0	78.1	1
476	8	72.7	4.6	117.9	1
477	8	52.5	40.3	108.7	1
478	11	65.4	2.1	94.1	1
479	10	0	0	53.1	1
480	11	15.4	0	82	1
481	12	0	0	62.8	1
482	6	33.2	0.2	88.1	1
483	11	54	48.2	96.7	1
484	9	52	0	107.7	1
485	5	48.5	0	83.4	1
486	12	61.9	43.3	131.8	1
487	8	17.3	0	71.5	1
488	9	76.4	32.1	119.4	1
489	11	79.7	63	134.5	1
490	15	38.1	0	53.2	1
491	4	74.3	35.9	154.5	1
492	12	28.7	0	62	1
493	11	0	30.7	73.9	0
494	8	72.8	32.5	96.6	1
495	9	79.5	44.8	114.9	1
496	13	8.4	0	53.7	1
497	9	77.3	43.2	104.2	1
498	12	2.2	0	66.3	1
499	14	29.4	0	74.1	1
500	8	41.5	0	87.2	1
501	9	41.2	0	91.5	1
502	14	42.5	9.2	87.1	1
503	12	22.4	2.8	74.7	1
504	8	44.2	23.5	50.5	1
505	14	29.4	2.8	76.7	1
506	9	66.6	35.4	134.7	1
507	7	16.6	0	93.9	1
508	5	5.3	0	44.6	1
509	4	18.3	0	105.9	1
510	8	0	0	94.1	1
511	12	42.4	11.3	87.2	1
512	11	51.5	0	63.6	1
513	8	70.6	35.1	133.6	1
514	11	45.4	0	71	1
515	8	38	0	99.8	1
516	5	43.1	0	101.4	1
517	10	0	0	65.2	1
518	8	78	33.1	128.9	1
519	7	51.2	0	94	1
520	11	17.7	0	69.6	1
521	15	34.1	0	87.5	1
522	8	30.6	13.5	66	1
523	15	75.2	35.8	102.8	1
524	11	0	0	106.7	1
525	19	82.3	53.6	113.5	1
526	8	72.8	7.6	93.5	1
527	17	18.5	0	46.8	1
528	12	49.2	0	63.7	1
529	9	49.4	8.8	83.7	1
530	16	0.6	0	57.9	1
531	9	27.2	0	72.4	1
532	8	28.9	0	96.3	1
533	18	0	0	72.1	1
534	13	31.7	0	100	1
535	9	20.2	0	108	1
536	4	56.2	0.7	134.1	1
537	6	24	0	81.2	1
538	10	0	0	73.6	1
539	9	14.2	0	37.5	1
540	12	0.8	0	75.6	1
541	11	18.7	0	62.6	1
542	9	54	0	65.7	1
543	11	58.3	3.7	67.1	1
544	6	59.3	25	143	1
545	16	43.8	11.8	96.5	1
546	9	59	8.6	111.3	1
547	5	23.4	0	86.4	1
548	14	69.1	12.7	87.5	1
549	16	39.8	21.4	82.4	1
550	8	76.8	52.3	132.8	1
551	14	21.8	0	91	1
552	14	3.4	2.5	66	1
553	8	48.5	22.8	114.2	1
554	6	41.6	0	94.6	1
555	13	53.6	0	56.4	1
556	10	0	0	106.3	1
557	11	18.3	0	50	1
558	15	14.2	0	35.9	1
559	11	38.2	0	66.8	1
560	12	14.9	21.1	63.3	0
561	5	83.4	66.6	149.3	1
562	7	64.7	0	96.3	1
563	8	3.9	0	75.9	1
564	14	77.4	45	113.9	1
565	12	75.8	45.6	119.8	1
566	12	80.8	44.6	104.7	1
567	16	1	0	55.5	1
568	12	56.4	29.7	91.5	1
569	11	58.2	34	92.1	1
570	12	26.4	21.7	89.8	1
571	12	48.2	0	97.5	1
572	4	22.6	0	98.4	1
573	7	47.7	23.9	89.5	1
574	7	73.5	69.3	120.5	1
575	10	0	0	71.2	1
576	17	12.3	0	37.3	1
577	10	38.7	0	43	1
578	14	35.1	0	50.3	1
579	12	74.3	2.8	67.9	0
580	9	0	0	78	1
581	12	49.3	12.5	46.8	0
582	7	62.3	8.8	108.9	1
583	17	72.6	66.8	111.6	1
584	9	45.6	0	47.6	1
585	9	3	0	95	1
586	10	55.2	6.2	93.3	1
587	6	39.5	0	61.4	1
588	11	16.3	0	66.5	1
589	11	70.6	52.6	141.1	1
590	11	64.1	9.1	116.6	1
591	12	4.5	0	54.6	1
592	12	14.4	0	85.9	1
593	13	7.9	0	64.4	1
594	4	0	0	110.6	1
595	17	0	13.4	44.7	0
596	13	75.6	30.9	87.8	1
597	6	32.9	0	121.9	1
598	9	34.2	0	62.9	1
599	8	66.5	33.3	95.5	1
600	9	79.8	24.5	99	1
601	9	38.1	8.1	56.8	1
602	8	76.5	64.2	145.1	1
603	13	50.5	41	118.4	1
604	12	0	0	35.8	1
605	13	66.8	8	111.6	1
606	8	40	12.7	85.6	1
607	10	0	0	67.9	1
608	17	70.9	39.2	103.7	1
609	13	46.8	12.3	87.6	1
610	13	87.3	58.4	121.4	1
611	11	0.8	0	86.9	1
612	11	19.3	0	64.4	1
613	13	32.5	0	35.6	1
614	13	44.7	0	50.4	1
615	10	25.3	23.1	80.9	1
616	10	26.6	0	30.6	1
617	15	62.2	23.7	86.2	1
618	8	51.5	6.3	87.6	1
619	11	59.7	27	118.2	1
620	12	25	0	52.4	1
621	9	0	0	38.8	1
622	11	80.7	32.4	113.8	1
623	13	25.5	0	56.1	1
624	10	0	0	65.5	1
625	7	61.5	0	70.2	1
626	13	12.8	0	62.8	1
627	10	23.6	23.2	62.6	1
628	9	56.8	40.9	107.4	1
629	13	63.7	6.7	79.5	1
630	10	87.1	59.2	143.3	1
631	9	14.4	0	78.2	1
632	6	18.9	0	46.1	1
633	9	0	0	58.7	1
634	6	34.3	0	54.3	1
635	9	57.9	55.1	124.3	1
636	9	29.8	0	45.1	1
637	8	7.9	0	74.7	1
638	9	0	0	79.6	1
639	7	25	0	54.5	1
640	9	0	0	52.4	1
641	5	58.6	0	89.2	1
642	13	80	26.6	87.6	1
643	14	6	0	36.2	1
644	7	70.3	34.5	128.1	1
645	13	0	11.4	64.2	0
646	12	76.6	42.5	91.3	1
647	6	38.7	0	81.1	1
648	7	89.5	46.9	128.1	1
649	12	9.7	7	104.2	1
650	10	64.8	14.4	103.5	1
651	9	28.5	0	50.8	1
652	10	10.4	0	43.4	1
653	9	86.6	58.3	153.6	1
654	13	17.7	26.4	53.7	0
655	8	0	0	82.9	1
656	11	26.1	16.7	69.1	1
657	8	76.8	33.6	98.3	1
658	15	54.9	0	76.9	1
659	15	83.4	35.2	84	1
660	6	67.4	0	105.1	1
661	6	73.5	31	118.4	1
662	11	68.1	33.7	98.6	1
663	13	85.9	54	91.9	1
664	9	33.6	0	64.6	1
665	14	58.2	19.6	108.3	1
666	13	0	21.3	75	0
667	10	54	0.3	87.9	1
668	4	14.7	0	61.9	1
669	6	44.5	0	97.6	1
670	9	86.9	37.1	107.9	1
671	8	4.6	0	67.3	1
672	12	0	0	83.4	1
673	11	86.8	71.7	125.6	1
674	10	53.7	20.1	104.9	1
675	9	58.2	37	121.7	1
676	11	59.4	3.3	86.6	1
677	11	54	10.8	106.1	1
678	14	55.8	0	80.2	1
679	15	29.6	0	60.6	1
680	17	12.6	0	39.4	1
681	14	15.2	0	52.5	1
682	12	20.3	0	101.4	1
683	9	21.2	0	45.1	1
684	11	72.7	0	98.9	1
685	9	46.3	16.3	112.7	1
686	11	39.8	0	72.2	1
687	12	27	0	47.5	1
688	10	39.3	19.2	67	1
689	10	20	0	97	1
690	6	48.5	0	82	1
691	7	26.1	0	60.9	1
692	6	14.2	0	94.1	1
693	8	0	30.2	61.9	0
694	11	38.6	6.3	109.4	1
695	7	1.5	3.6	62.3	0
696	13	18.4	4.9	93.4	1
697	5	19	0	69.7	1
698	15	37.2	3.5	58.4	1
699	10	76.1	17	95.1	1
700	10	59.6	42.4	95.8	1
701	10	19.9	0.3	51.8	1
702	11	27.3	0	55.4	1
703	14	55.1	47.2	100	1
704	10	52.9	1.4	101.8	1
705	11	8.9	1.9	54.6	1
706	9	23.1	0	58.6	1
707	14	62.9	6.3	103.3	1
708	10	75.6	43.5	130	1
709	10	18.4	0	96.2	1
710	13	0	0	76.6	1
711	7	31.1	0	77.1	1
712	13	5.7	41	83.3	0
713	15	73.6	75.8	125.5	0
714	11	55.3	0	73.9	1
715	12	86.5	50.4	113	1
716	11	48.9	26.8	80.1	1
717	12	2.7	0	54.8	1
718	9	0	3.7	41.9	0
719	13	45.2	0	93.4	1
720	13	84.4	68	146.5	1
721	8	27.5	0	58.7	1
722	6	82	62	153.5	1
723	12	0	16.7	30.7	0
724	8	57.9	0	78.4	1
725	10	65.1	21.9	116.5	1
726	13	86	47.1	110.7	1
727	11	35.1	10.6	59.7	1
728	10	16.3	0	50.2	1
729	10	18	0	61.5	1
730	7	0	0	78.8	1
731	13	77.6	81.7	133.2	0
732	6	0	0	105.7	1
733	14	17.1	48.9	80.3	0
734	8	40.1	48.5	113.9	0
735	6	52.1	18.7	122.2	1
736	14	39.9	3.7	61	1
737	12	0	0	72.4	1
738	14	0	0	85.3	1
739	13	63.5	11.8	106.9	1
740	13	0	0	103	1
741	6	15.8	0	81.6	1
742	11	0	0	84.2	1
743	10	89.3	53.2	105.6	1
744	11	0	0	80.4	1
745	10	81.3	74.1	138	1
746	15	0	0	59.6	1
747	11	43.1	0	64.7	1
748	10	48.2	7.4	91.3	1
749	10	87.3	42.9	93.6	1
750	9	10.1	0	109.5	1
751	11	12.3	5.1	74.3	1
752	11	68.1	23.1	83.9	1
753	12	86.4	60.8	122.6	1
754	11	31.6	0	81.6	1
755	14	14.5	0	69.3	1
756	4	60.9	12.3	119.3	1
757	6	83.6	38	104.9	1
758	11	51.4	0	48	0
759	13	51	0	69.8	1
760	11	30.3	15.3	114.8	1
761	14	12.1	0	80.8	1
762	11	3.2	0	59.7	1
763	8	84.1	71.9	156.6	1
764	7	71.1	34.1	131.2	1
765	17	43.5	22.7	59.8	1
766	9	53.5	53.9	111.7	0
767	12	50.2	33.7	86.5	1
768	15	25.4	0	36.3	1
769	11	66.2	44	101.7	1
770	15	17.2	0	42.4	1
771	7	52.3	2.5	86.8	1
772	14	30.6	0	70.3	1
773	9	5.2	0	141.4	1
774	6	54.7	0	73.5	1
775	9	89.2	62.4	132.1	1
776	13	22.4	46.3	95.5	0
777	11	88.1	54.4	128.2	1
778	9	31.2	0	84.4	1
779	8	45	4.4	80.1	1
780	8	80.4	33.9	116.7	1
781	8	78.2	43.7	120	1
782	8	85.5	40.2	116.3	1
783	11	6.7	0	44.8	1
784	6	73	43.2	101.7	1
785	9	31.5	0	42	1
786	11	20	0	42.6	1
787	7	78.4	34.9	122.4	1
788	15	59.2	0	59.1	0
789	4	64.8	18.5	95.7	1
790	4	73.6	21.8	127.5	1
791	6	12.4	0	85.2	1
792	12	71	13.2	98.4	1
793	7	0	0	104.3	1
794	11	59.6	13.1	113.8	1
795	10	75.6	47	132.4	1
796	12	58.1	23.1	100.2	1
797	11	44	0	57.5	1
798	9	35.6	0	58.4	1
799	11	58.8	28.9	114.9	1
800	9	13.4	0.5	31.9	1
801	7	35.4	31.5	61.6	1
802	9	26.5	0	98.8	1
803	17	48	2	91.7	1
804	6	32.9	0	79.7	1
805	12	22.4	22.8	78.6	0
806	6	61.7	7.2	125.6	1
807	8	73.9	17.2	106.7	1
808	10	66.8	49.9	115.4	1
809	11	46.6	15.2	88.3	1
810	11	25.7	0	70.7	1
811	17	50.8	23.3	83	1
812	15	7.8	0	64.3	1
813	9	61	0	68.3	1
814	8	16.6	0	72.3	1
815	7	66.7	0	104.3	1
816	7	39.6	0	61	1
817	8	5.1	0	48.6	1
818	9	71.3	37.8	127.9	1
819	8	21.6	0	58.6	1
820	10	66.8	29.4	128.7	1
821	10	0	27	76.6	0
822	6	33.5	0	109.6	1
823	6	0.8	0	71.9	1
824	6	28	0	72.7	1
825	5	20.1	0	79	1
826	12	21.7	0	56.4	1
827	8	0	0	71	1
828	9	0	1.2	56.6	0
829	14	14.2	0	54.4	1
830	14	31	13.2	86.2	1
831	12	75.2	25.7	101.8	1
832	13	36.4	11.4	79.4	1
833	10	41.3	0	49	1
834	6	0	0	80.6	1
835	7	79.2	16.7	102.1	1
836	8	0	0	55.6	1
837	7	0	0	78.6	1
838	8	61.6	0	65.1	1
839	7	88	59.5	160.3	1
840	10	83.8	50.7	122.7	1
841	11	61.4	12	94.4	1
842	14	74	15.1	83.7	1
843	11	22.8	3.9	98.1	1
844	10	34.1	14.8	88.2	1
845	7	70.6	29.6	108.8	1
846	10	43	2.5	101.6	1
847	9	79.3	57.4	152.4	1
848	12	35.4	14.3	96.9	1
849	9	23	0	103.2	1
850	15	55.9	0	99.7	1
851	10	17.3	0	80.4	1
852	10	7.7	0	67	1
853	12	14.8	0	68.2	1
854	11	49.5	0	79.5	1
855	10	17.1	3.7	27.9	1
856	11	28.2	0	78.2	1
