"rep"	"ntaxa"	"delta"	"CIlo"	"CIhi"	"corr"
105	7	0	0	49	1
106	5	53.9	0	43.3	0
107	5	51.7	13.2	59.4	1
108	10	18.8	29.4	114.7	0
109	9	48.7	14.6	91	1
110	15	15.8	10.1	72.8	1
111	9	76.2	26.9	68.9	0
112	10	50.9	2.4	79.3	1
113	8	37.3	0	85.3	1
114	8	61	16.9	119.4	1
115	9	33.2	0	58.5	1
116	12	51.4	11	93.3	1
117	10	73.4	48.8	102.4	1
118	9	31.5	0	101.9	1
119	11	63.4	54.8	143.3	1
120	7	46.8	0	69.2	1
121	16	86.1	60.2	119	1
122	11	12.2	17	111.2	0
123	9	48.9	49.6	126.3	0
124	12	74.4	36.8	102.3	1
125	14	65.9	36.7	102.7	1
126	14	58.4	49.7	92.1	1
127	12	5	31.1	60.7	0
128	8	47.1	12.8	80.1	1
129	10	73	42	120.9	1
130	11	59.3	18.3	97.6	1
131	14	38.7	0.7	45.3	1
132	8	2.9	0	85.6	1
133	7	15.9	0	103.6	1
134	9	20.8	0	56.4	1
135	11	64.6	0	70.6	1
136	7	0	0	112.8	1
137	12	58.7	24.6	91	1
138	10	6.7	0	70.5	1
139	14	75.8	51.8	119.9	1
140	13	53.2	5.8	79.3	1
141	14	80.2	50.2	114.7	1
142	8	17.6	0	79.8	1
143	11	81.9	46.2	115.6	1
144	8	37.4	0	79.4	1
145	9	8.7	0	57.3	1
146	11	0	0	32	1
147	13	55.8	16	89.4	1
148	12	0	0	70.1	1
149	16	49.1	60.7	104.2	0
150	20	83.2	42	96	1
151	10	79.5	57.9	147.2	1
152	7	64	71.3	145	0
153	15	23.8	2.7	56.3	1
154	12	26.1	9.8	112	1
155	10	51.9	52.5	144.5	0
156	10	73.1	29.3	100.4	1
157	10	82	42.2	113.9	1
158	10	35.1	15.3	101.2	1
159	12	0	0	66.7	1
160	9	4	0	86.2	1
161	11	68	24	77.4	1
162	10	76	17.6	93.5	1
163	15	29.2	51.7	97.7	0
164	8	5.6	0	57.7	1
165	7	72.2	28.7	101.2	1
166	12	54.6	27.6	89.2	1
167	9	78.3	31.4	88.3	1
168	10	88.9	48.5	107.6	1
169	9	0	0	73.9	1
170	11	26.1	0	22.8	0
171	4	48.2	0	73.3	1
172	13	35.2	2.2	90.9	1
173	8	89.2	42.6	75.8	0
174	11	2.3	0	47.9	1
175	12	34.7	0	67.9	1
176	12	50.7	33.2	94.1	1
177	10	28.8	0	81	1
178	13	70.6	36.2	115.7	1
179	9	6.7	0	52	1
180	10	23.7	0	74.6	1
181	10	28.8	0	83.6	1
182	5	35.9	6.7	107.2	1
183	11	82.7	61.5	116.5	1
184	11	13.4	0	87.1	1
185	9	61	0.6	59.9	0
186	7	60.9	21.1	84.2	1
187	14	38.7	0	45.3	1
188	9	9.3	19.8	89.2	0
189	12	27.1	0	63.5	1
190	12	89.7	50.1	112.2	1
191	10	0	26.5	105.4	0
192	21	88.3	45.9	110	1
193	8	0	0	109.9	1
194	10	65.3	12.7	65.5	1
195	14	14	39.8	80	0
196	12	59.3	33.8	110	1
197	14	35.2	5.9	100.2	1
198	8	47.6	4.9	90.8	1
199	14	0	0	82.6	1
200	15	50.1	5	87	1
201	12	12.2	0	63.7	1
202	10	10.8	33.7	79.2	0
203	9	52.6	6.1	85.6	1
204	9	77.5	19.4	90.5	1
205	7	60.3	36.5	93.7	1
206	17	75.5	56.8	119.6	1
207	16	64.2	30.1	99.4	1
208	11	34.8	0	51.1	1
209	4	74.5	22.5	123.4	1
210	10	60.3	16	89.1	1
211	7	39.3	3.8	102.1	1
212	15	55.5	35.8	100.9	1
213	10	0	0	56.1	1
214	9	5.3	0	89.5	1
215	7	28.6	0	67.8	1
216	15	63.6	22.2	100.5	1
217	14	69.3	38.8	113.1	1
218	9	0	0	82.8	1
219	15	14.2	3.8	64.9	1
220	10	0	0	73.1	1
221	10	75	14.1	80.9	1
222	13	40.8	16.5	50.1	1
223	11	77	17.6	91.8	1
224	10	4.6	0	78.1	1
225	11	0	0	76.5	1
226	6	34.6	0	47.2	1
227	11	70.6	35.5	110.1	1
228	16	35.8	0	39.2	1
229	8	0	0	50.6	1
230	10	67.4	59.5	154.5	1
231	6	89.7	48.7	129.8	1
232	13	57.5	20.3	53.4	0
233	4	77.1	24.4	104.9	1
234	10	85.4	43.6	96	1
235	6	56.7	0	58.3	1
236	20	89.4	57.8	112.3	1
237	7	26.6	0	88.1	1
238	5	4.9	0	66	1
239	10	64.5	0.6	88.6	1
240	15	50.4	24.2	80.8	1
241	8	54.3	4.7	86.5	1
242	10	47.4	33.4	71.4	1
243	13	70.9	33.2	112.6	1
244	9	1.3	0	70.2	1
245	4	11.3	0	63.6	1
246	9	54.5	4.6	106.2	1
247	4	19.6	0	61.9	1
248	9	65.3	46.7	130.1	1
249	12	66.1	16.6	64.2	0
250	8	24.8	0	84.3	1
251	14	4.9	16	80.3	0
252	11	39.2	0	97.2	1
253	8	0	0	51.1	1
254	8	15.7	0	70	1
255	9	59.8	51.6	106.8	1
256	14	43.5	3.8	74.4	1
257	9	2.1	0	76.8	1
258	12	0	0	68.2	1
259	13	77.8	36.2	101.8	1
260	8	0	0	90.8	1
261	10	71.9	36.9	106.9	1
262	13	46	30.1	94.4	1
263	13	4.4	0	54.5	1
264	11	78.6	15.3	76.8	0
265	10	58.5	0	95.6	1
266	11	66.2	33.3	112.5	1
267	9	13.2	0	63.1	1
268	11	33.2	0	63.6	1
269	14	53.3	19.5	85.6	1
270	8	23.8	0	58.8	1
271	14	64.8	13.4	92.2	1
272	12	77.8	38.9	92.4	1
273	13	16.4	30.7	91.2	0
274	5	30.9	0	64.2	1
275	6	69	15.2	99	1
276	5	23.2	0	56.8	1
277	11	39.6	19	90.8	1
278	14	56.2	1.4	84.6	1
279	10	64.2	17.3	80.5	1
280	5	79.1	0	46.6	0
281	9	39.9	0	93.5	1
282	9	0	0	45.4	1
283	4	30.2	0	81.9	1
284	12	1.7	18.7	63.5	0
285	13	38.1	0	63.3	1
286	8	10.1	17	118.2	0
287	12	0	0	93.1	1
288	11	18.6	9.4	86.5	1
289	8	47.3	23.8	105.4	1
290	7	40.4	0	70.7	1
291	12	20.6	17.4	97.8	1
292	11	37.7	0	62.3	1
293	11	87	27.8	78	0
294	9	85.9	35.1	90.5	1
295	15	2.4	12.4	97.1	0
296	8	0	0	72.8	1
297	11	37.3	0	76.3	1
298	10	84.9	63.9	149.3	1
299	11	28.1	9.9	73.5	1
300	12	57.7	1.7	59.3	1
301	6	0	0	94.7	1
302	13	48.1	0	69.7	1
303	10	40.7	10.1	72.2	1
304	15	87.6	59.7	118.9	1
305	11	88.9	53.3	114.1	1
306	10	73.2	48.7	119.8	1
307	9	62	26.3	107.3	1
308	10	82.3	40	93.6	1
309	13	84.6	59	131.2	1
310	17	38.2	0.4	82.4	1
311	11	44.8	22.2	101.3	1
312	20	22.5	0	77.6	1
313	12	10.4	0	73.1	1
314	11	28.1	0	75.6	1
315	6	17.3	17	88.6	1
316	5	39.9	0	60.2	1
317	4	40	0	71.9	1
318	9	0	0	31.1	1
319	10	83.2	45.8	116.6	1
320	8	39.9	0	72.2	1
321	15	2.8	7.1	87.2	0
322	11	0	0	58.5	1
323	11	51.9	17.8	85.3	1
324	10	0	0	70.6	1
325	12	1.9	22.6	40.7	0
326	11	70.3	39.2	117.9	1
327	6	28.7	6.5	36	1
328	11	0	0	74.9	1
329	12	88.9	66.7	123.7	1
330	11	65.7	15.5	109.8	1
331	12	15.5	0	29.8	1
332	9	3.4	0	58.3	1
333	8	52.6	25.1	82.6	1
334	7	30.7	7.3	75.4	1
335	12	62.3	27.5	80.1	1
336	9	17.4	0	54.2	1
337	10	21.5	0	64.6	1
338	10	57.9	23.6	53.1	0
339	10	0	0	55.5	1
340	9	73.8	11.5	69.4	0
341	8	28.1	0	57.9	1
342	14	68	39.3	106	1
343	6	11.9	0	101.3	1
344	16	84.9	49.1	103.6	1
345	7	73.9	0	58	0
346	5	41.2	0	83.7	1
347	8	55.3	0	40.3	0
348	11	72.4	14.7	71.4	0
349	7	38.3	0	66	1
350	4	53.9	20.2	49.6	0
351	11	87.8	48.5	113.7	1
352	11	37.4	0	86.9	1
353	15	39.9	12.5	79.9	1
354	9	0	0	81.5	1
355	8	41.9	5.1	76.4	1
356	8	20.7	0	74.4	1
357	8	1.5	0	76.7	1
358	14	12.9	23.6	73	0
359	10	0	0	115	1
360	8	9.1	0	70	1
361	6	76	57.6	149	1
362	12	0	14.9	51.1	0
363	6	26.3	1.9	80.6	1
364	7	36	9.8	94.7	1
365	6	55.1	9.6	106.4	1
366	14	15.4	0	86.4	1
367	10	89.1	35	86.4	0
368	9	28.8	0	105.1	1
369	21	52	17.9	49.3	0
370	10	0	0	45.6	1
371	12	88.2	46.7	98.8	1
372	8	35.2	0	80.5	1
373	19	82.6	43.7	93.7	1
374	12	34	0	81	1
375	9	58.5	10.8	88	1
376	11	1.4	0	77	1
377	10	18.3	5.7	77.9	1
378	5	12.1	12.3	118.4	0
379	6	86.7	29.9	67.6	0
380	13	37.8	36.1	130.1	1
381	5	5.4	0	86.2	1
382	10	53.2	5.1	66.6	1
383	10	48.5	0	59.2	1
384	10	39.3	0	58	1
385	8	59.8	18.5	100.3	1
386	7	78.6	22.8	77.5	0
387	14	67.7	30.1	103.7	1
388	5	82.7	37.2	120	1
389	10	0	0	62.1	1
390	8	55.2	0	70	1
391	11	32.4	25.9	115.3	1
392	11	89.5	43.2	95.5	1
393	12	43.4	23.6	103.8	1
394	9	28.9	0	27.5	0
395	9	0	0	96.2	1
396	6	58.7	29.2	108.6	1
397	7	0	0	70.5	1
398	7	77.7	0	71.9	0
399	13	82	50.4	82.7	1
400	12	82.2	56.8	128.6	1
401	18	0	0	62.2	1
402	9	15.6	0	73.4	1
403	18	43.1	3.3	67.1	1
404	8	70.7	8.4	98.3	1
405	9	54.3	29.2	112	1
406	10	0	0	61.5	1
407	10	30.2	0	42.2	1
408	12	79	36.2	121.4	1
409	10	64.8	17.8	97.1	1
410	10	47.3	17.1	54.7	1
411	10	0	0	77.8	1
412	11	14.4	0	65.3	1
413	11	84.3	37.4	110.7	1
414	9	2.4	0	71.9	1
415	13	40.8	0	68.7	1
416	12	70.4	62.4	147.5	1
417	12	80.3	37.8	108.3	1
418	7	14	0	36.3	1
419	13	31.1	0	78.3	1
420	6	41.2	0	43.2	1
421	10	0	0	106.4	1
422	13	19.1	31.8	87.3	0
423	4	54	0	53.3	0
424	10	63.7	37.2	85.2	1
425	8	71.7	20.1	112.9	1
426	11	0	27.9	119.7	0
427	16	37.3	0	49.2	1
428	9	79.8	32.3	89.6	1
429	10	38.9	0	81.2	1
430	9	8	6	98.6	1
431	12	56.2	18.6	85.8	1
432	8	38.3	26.3	90.4	1
433	10	0	39.4	111.9	0
434	8	39.6	22.5	97	1
435	9	52	5.1	67.6	1
436	8	69.4	7.4	99.5	1
437	10	16.7	13.3	90.6	1
438	10	53.8	28.2	116.5	1
439	17	15.5	31.8	92	0
440	8	23.5	0	83.2	1
441	14	25.3	0	55.8	1
442	7	7.2	0	93	1
443	11	83.7	50.7	111	1
444	12	82.8	23.8	77.6	0
445	8	26.1	21.4	111.1	1
446	11	4.4	0	85.4	1
447	11	63.8	23.6	100	1
448	9	33.9	0	70.6	1
449	13	40.2	4.5	76.6	1
450	9	56.7	9.2	110.4	1
451	10	50.8	17.7	116.9	1
452	9	48.8	0	60.1	1
453	8	57.3	48.9	99.2	1
454	12	48.3	25.6	95.1	1
455	12	83.7	29.4	96.2	1
456	4	52.5	0	81.9	1
457	8	39.4	0	83.9	1
458	7	40.9	0	88.6	1
459	8	8.4	0	58.9	1
460	11	55	2.4	68.8	1
461	13	3.8	0	67.2	1
462	5	47	0	76	1
463	13	48.8	5.1	75.8	1
464	13	41.2	27.3	100.4	1
465	10	71.3	20.2	85.7	1
466	8	85.5	42.4	112.4	1
467	11	38.4	0	79.8	1
468	5	66.4	18.6	107.2	1
469	10	0	0.2	96.2	0
470	12	81.5	27.5	87.6	1
471	14	41.8	23	104.7	1
472	11	53.5	12.8	86	1
473	9	15.6	0	90.7	1
474	8	27.9	0	109.4	1
475	7	0	11.8	65.2	0
476	15	39	0	43.8	1
477	17	8.1	0	44.2	1
478	10	1.1	0	69.1	1
479	6	49.2	0	64.5	1
480	8	17.5	0	77.4	1
481	12	2.4	2	79	1
482	10	39.1	0	59.9	1
483	12	75.5	30.4	85.5	1
484	7	86.7	44.8	101.8	1
485	10	5.6	0	69.3	1
486	12	36.2	0	27.5	0
487	12	26.4	4.5	48.5	1
488	6	32.8	30.3	95.5	1
489	9	69	19.7	118	1
490	13	55.4	6.1	75.5	1
491	11	5.8	27.4	106.8	0
492	11	18.8	0	105.3	1
493	6	81.6	18.1	67.6	0
494	11	0	0	65.9	1
495	12	65.1	60.2	140.3	1
496	12	38.2	3.4	63.6	1
497	10	83.9	52.1	127.4	1
498	11	77	49.5	122.6	1
499	10	89.2	44.7	108.3	1
500	7	66.1	10.2	91.5	1
501	6	31.8	0	72	1
502	10	89.7	45.5	107.5	1
503	6	55.1	1.8	72.2	1
504	12	42.5	25.3	96	1
505	4	0	0	78.3	1
506	8	79.6	46.7	128.1	1
507	8	23.6	0	72.6	1
508	11	37.7	36.8	60.9	1
509	4	77.4	30.1	100	1
510	14	1.2	0	75.6	1
511	10	57.2	5.7	80.8	1
512	11	73.2	9	77.4	1
513	10	38.4	13.9	95.6	1
514	14	48.5	0	46.5	0
515	7	71	26.3	83	1
516	5	8.8	0	42	1
517	15	57.4	10	108.5	1
518	7	0	0	89.8	1
519	12	14	0	58.7	1
520	10	38.9	0	62.3	1
521	9	3.9	15.3	119.2	0
522	13	20.7	0	40.4	1
523	13	7.8	23.3	76.2	0
524	8	42.1	21.1	90	1
525	9	65.9	9.6	88.7	1
526	10	50.6	2.9	69.1	1
527	13	87	40.2	111.9	1
528	11	11.5	0	87.6	1
529	6	3.7	0	74	1
530	11	22.5	0	61.6	1
531	6	31.2	0	67.1	1
532	11	0	0	93.2	1
533	7	16.4	0	50.9	1
534	16	8.1	0	48.4	1
535	10	20.5	0	78.7	1
536	10	44.2	0	52.8	1
537	10	0	4.2	120.9	0
538	7	0	0	76.9	1
539	9	46.7	22.1	114.8	1
540	8	50.6	26.4	99.7	1
541	7	66.5	33.4	68.5	1
542	8	89.9	33.8	89.9	0
543	11	56.1	8.7	72.3	1
544	10	85.9	72.9	153.8	1
545	11	78.4	41.1	96.8	1
546	11	76.3	55	120.7	1
547	11	8.2	35.8	88.8	0
548	13	86	50.7	105.7	1
549	11	14.1	0	33.6	1
550	17	89.4	63.7	117.5	1
551	13	3.7	4.9	94.7	0
552	11	78.5	32.9	77.3	0
553	8	38.4	0	81	1
554	11	47.5	25.5	70.6	1
555	7	69.1	32.9	123.1	1
556	6	73.3	23	90	1
557	6	65.9	0	47.9	0
558	8	0	0	70.9	1
559	11	52	0	57.1	1
560	8	84.3	33.8	86.4	1
561	13	71.7	18.2	79.8	1
562	10	0	11.4	112.9	0
563	7	41.5	0	73.6	1
564	11	15	0	75.7	1
565	13	27.1	23.6	92.9	1
566	10	54.1	9.8	87.4	1
567	10	55.8	2.7	84.8	1
568	9	75	31.8	110.5	1
569	13	53	3.4	83.2	1
570	9	14.2	0	24	1
571	7	36	0	96.3	1
572	11	37.7	13.9	66.4	1
573	7	26.6	0	62.5	1
574	11	78.4	24.9	88.7	1
575	5	0	0	70.4	1
576	8	55.3	16.9	116.1	1
577	10	39.1	0	80.9	1
578	7	0	18.9	108.7	0
579	10	65	10.7	69.4	1
580	13	0	0	110.2	1
581	10	64.8	23	88.9	1
582	13	0	0	80.3	1
583	14	19.7	24	74.2	0
584	14	26.4	0	76.3	1
585	8	70.2	44.7	110.2	1
586	10	72.6	50.9	147.5	1
587	4	65.8	0	98.3	1
588	4	88.3	41.9	116.5	1
589	11	0	14.9	85.3	0
590	6	33.9	0	51.4	1
591	14	43.8	35.4	84.6	1
592	9	78.6	23.2	89	1
593	11	87.8	41.6	95.6	1
594	11	52.7	23.4	100.4	1
595	7	6.2	0	62.3	1
596	12	80.3	29.2	111.7	1
597	9	25	2.6	113.9	1
598	13	82.9	57.8	147.2	1
599	9	55.9	0	61	1
600	7	26.3	0	84.3	1
601	8	43	0	45.4	1
602	4	87.8	32	93.4	1
603	8	35.9	0	91.3	1
604	13	68.8	33.5	100.2	1
605	13	0	24.9	85.8	0
606	13	76	30.4	100.9	1
607	9	60.4	7.7	106.6	1
608	12	42.6	0	59.4	1
609	11	62.8	32.2	90.2	1
610	11	53.1	9.5	76.3	1
611	15	49.6	23.3	95.7	1
612	12	63.5	19	86.6	1
613	12	24.6	0	74.5	1
614	15	67.5	0.5	75.2	1
615	11	77.3	33.9	104.8	1
616	9	10.9	0	76.9	1
617	6	65.3	33.9	105.8	1
618	14	42.6	0	57.8	1
619	5	63.5	0	109.8	1
620	13	12.8	0	39.6	1
621	9	36.2	5.4	92.2	1
622	4	88.9	51.8	146.1	1
623	11	60.4	6.3	89.1	1
624	16	38.7	0	67.8	1
625	8	24.6	0	69.5	1
626	9	28.5	18.2	99.4	1
627	9	48.6	16.1	85.6	1
628	12	65.9	18.6	86.7	1
629	21	27.2	11.9	81.2	1
630	10	65.8	21.3	59.3	0
631	11	36.4	0	80.3	1
632	12	87.4	51.3	129.8	1
633	10	19.3	0	47.5	1
634	15	0	0	71.7	1
635	12	67	15	80.9	1
636	7	0	2.4	83.1	0
637	13	0	0	77.2	1
638	15	37.9	3.6	74.6	1
639	10	86.1	25.1	72.3	0
640	9	54.4	15.5	125.2	1
641	8	13.9	20	68.5	0
642	8	1.9	0	111.5	1
643	12	11.5	0.5	93	1
644	11	0	32	118.2	0
645	9	3.7	0	49.8	1
646	8	61.1	13.1	74.1	1
647	12	1	0	70.3	1
648	8	22.5	0	62.9	1
649	7	46.6	9.2	105	1
650	10	0	0	78	1
651	10	68.5	1.2	88.6	1
652	4	69.7	21.2	89.6	1
653	13	60.4	17.4	93.5	1
654	11	14.3	0	50	1
655	5	39.9	0.9	78.3	1
656	11	23.2	0	91	1
657	10	1.8	0	51.5	1
658	13	60.1	9.9	86.1	1
659	9	0	0	64.3	1
660	8	1.7	0	66.5	1
661	8	6.8	0	77.6	1
662	14	37.9	16.8	91	1
663	18	70.6	52	102	1
664	12	77.8	37.7	94.9	1
665	7	72	15	109.7	1
666	4	89.3	36	105.1	1
667	12	13.3	0	109	1
668	7	0	0	65.6	1
669	7	35.5	0	51.2	1
670	5	34.5	21.2	117.5	1
671	10	0	25.6	82.4	0
672	12	0	0	80.5	1
673	11	75	48.7	111.3	1
674	7	40.4	10.2	110.6	1
675	10	4	0	103.4	1
676	8	18	0	77.8	1
677	5	0	0	81.6	1
678	13	83.8	51.4	117.1	1
679	5	36.8	0	90.2	1
680	12	31.8	0	32	1
681	4	41.1	0	101.2	1
682	10	67.5	39.8	140.2	1
683	12	66.2	0	57.9	0
684	13	0.2	7.6	59.7	0
685	8	24.5	2.3	65.8	1
686	7	89.5	64.4	152.1	1
687	9	86.1	44.9	105.8	1
688	8	31	4.9	48.5	1
689	6	49	42	150.9	1
690	13	61.8	21.6	86.1	1
691	10	3.4	32.7	90.1	0
692	7	0	0	85.4	1
693	9	23.4	0	42.5	1
694	9	63.2	26.4	103.7	1
695	9	44.6	0	45.4	1
696	8	15.6	0	87.7	1
697	14	55	0	70.1	1
698	12	34.4	15.2	82.6	1
699	13	14.8	0	26.2	1
700	11	50	6.5	94.6	1
701	9	69.3	0	87.2	1
702	8	74.3	47.7	125.6	1
703	4	3.6	0	73.1	1
704	7	20.7	0	42.2	1
705	11	48.6	0	73.5	1
706	8	27.4	0	83.1	1
707	6	0	0	107.1	1
708	11	0.9	0	74.5	1
709	12	73.5	3.7	59	0
710	10	0	0	90.5	1
711	13	87.9	44.1	103.5	1
712	10	89.7	49.7	112.5	1
713	7	5.6	0	72.2	1
714	9	31.1	0	86	1
715	7	49.2	0	54	1
716	11	17.2	44.1	85.1	0
717	10	59.4	0	66.6	1
718	11	1.2	0	85.2	1
719	10	47.3	11.5	82.5	1
720	9	79.9	21.8	93.8	1
721	12	85.9	34.9	90	1
722	10	11.9	0	69.8	1
723	11	73.7	42	129.9	1
724	7	23.5	0	71.2	1
725	7	65.3	0	86.8	1
726	14	6.7	65.1	118	0
727	8	11.6	26.9	54.5	0
728	13	8.6	0	41.2	1
729	8	21.8	15.1	62.1	1
730	9	0	0	51.1	1
731	9	58.5	2.8	73	1
732	6	27.3	0	78.5	1
733	8	68.7	18.5	94.4	1
734	10	46.1	29.5	105.2	1
735	13	61.7	45.4	91.1	1
736	10	0	0	71.4	1
737	16	14.6	23.2	77.4	0
738	10	1.3	0	80	1
739	8	44.2	0	77	1
740	4	3.7	0	71.8	1
741	8	3.5	0	81	1
742	8	4.7	0	59.8	1
743	7	0	0	104.3	1
744	6	51.7	0	51.1	0
745	10	76.1	27.3	107.2	1
746	10	18.1	0	57.4	1
747	10	12.1	0	78.1	1
748	8	74.5	32.8	119	1
749	8	45.3	0.6	95.7	1
750	13	0	23	78.2	0
751	10	89	52.3	106.8	1
752	15	85.3	57.7	122.5	1
753	11	5.5	0	35.5	1
754	14	19.5	0	51.2	1
755	6	73.4	13.4	95.4	1
756	12	83.7	27.6	79.7	0
757	12	47.4	25.2	91	1
758	9	55	11.6	88.4	1
759	10	33.3	4.6	107.6	1
760	11	81.5	52.6	108.8	1
761	7	32.3	0	69.1	1
762	12	72.3	29.4	111	1
763	13	70.4	33.8	89.8	1
764	11	36.2	0	110.8	1
765	10	89.2	60.9	139.9	1
766	9	49.1	0	47.7	0
767	7	39.2	4.3	108.8	1
768	5	64.3	19.5	94.4	1
769	11	27.4	28.4	118.5	0
770	12	47	3.1	94.6	1
771	13	35.5	21.6	108.6	1
772	8	27.4	0	95.8	1
773	12	62.1	0	82.7	1
774	11	0	0	64.3	1
775	11	0	32	120.6	0
776	7	0	0	95.2	1
777	10	78.6	12.8	63.9	0
778	5	5.6	0	74.3	1
779	14	37.2	5.4	57.2	1
780	8	0	33.2	81.8	0
781	7	47.5	38.8	80.1	1
782	8	8.1	0	68.9	1
783	5	82.5	32.8	92.7	1
784	8	2.3	0	80.5	1
785	9	2.7	0	44.2	1
786	4	37.5	0	111.9	1
787	15	12.4	10.2	78.3	1
788	12	25.3	1	76.6	1
789	13	85.5	36.7	92.5	1
790	15	12.3	36.8	116.5	0
791	7	31.9	16.5	87.7	1
792	11	49.7	0	62.1	1
793	12	81.6	34.2	98.8	1
794	13	59	15.6	75.3	1
795	15	32.6	0	71	1
796	10	13.2	0	84.7	1
797	14	52.5	3	75.1	1
798	10	1.1	0	64.8	1
799	10	70.6	25.2	65.2	0
800	14	56.7	24.7	83.9	1
801	11	53.5	0	49.1	0
802	19	0	13.4	78.3	0
803	9	12.3	0	55.4	1
804	11	68.2	11.7	105.3	1
805	11	83	41.1	100.8	1
806	10	67.4	23.4	106.3	1
807	9	23.2	0	71.9	1
808	12	1.5	0	94.2	1
809	15	89.5	42.5	82.7	0
810	9	20.8	31.4	119	0
811	9	7.9	3.7	78.4	1
812	6	70.7	26	93.2	1
813	4	74.9	38.5	125.1	1
814	12	69.6	35.9	99	1
815	17	66.3	46.7	120.2	1
816	9	73.9	15.1	101.6	1
817	8	24.5	0	71.7	1
818	9	0	0	82.2	1
819	6	4.6	0	84.1	1
820	11	45	23.7	38.5	0
821	11	60.4	14.9	52.4	0
822	5	64.4	0	54.9	0
823	18	15.3	0	81.7	1
824	18	42.9	23	93.7	1
825	5	6.4	0	93.1	1
826	14	45.7	1.1	66.2	1
827	10	17.3	0	69.4	1
828	12	82.7	23.7	88.5	1
829	10	0	19.4	116.2	0
830	11	62.5	10.7	84.9	1
831	11	81	38	104.7	1
832	10	68.6	19.2	102.6	1
833	12	44.9	21.7	79	1
834	7	0	0	81.6	1
835	11	80.5	33.3	93.8	1
836	9	12.7	18.3	53.5	0
837	12	0	21.4	72.2	0
838	11	21.2	0	51.2	1
839	9	64.2	0	51.3	0
840	10	30.2	0	57.3	1
841	12	40.4	1.3	93	1
842	13	39.2	0	81.5	1
843	12	34.9	0	68	1
844	13	60.6	8.8	97.3	1
845	10	71.6	22.3	94.1	1
846	8	15.4	0	72.8	1
847	9	21.4	0	72.1	1
