"rep"	"ntaxa"	"delta"	"CIlo"	"CIhi"	"corr"
848	12	39.8	0	69.3	1
849	13	84.5	58.5	120	1
850	10	54.2	23.8	119.7	1
851	12	50.2	21.3	94.7	1
852	11	9.4	1.2	91.6	1
853	7	15.1	5.3	50.3	1
854	10	23.5	0	94.3	1
855	4	20.9	15.4	124.3	1
856	5	26.7	0	97.5	1
857	9	88.4	54.5	104.7	1
858	9	51.7	22.2	103	1
859	16	10.6	0	41	1
860	8	15.5	0	60.4	1
861	8	32.4	30.1	102.1	1
862	11	29.7	9.5	77.1	1
863	9	37.8	0	70.1	1
864	7	5.2	0.4	101.3	1
865	11	58.5	42.8	140.5	1
866	10	89.1	35.3	104.6	1
867	11	0	31.5	129.9	0
868	5	67.9	0	31.1	0
869	8	81.3	50	131.6	1
870	22	22.2	0	38	1
871	6	34.7	0	62.4	1
872	15	19.6	0	58.7	1
873	11	74	1.2	72.7	0
874	11	50.9	30.9	64	1
875	9	27.2	0	76.8	1
876	6	32.3	0	60.7	1
877	11	83.5	59.8	108	1
878	8	5.5	0	62.4	1
879	11	16.9	30.2	53.4	0
880	5	0	0	72	1
881	5	74.3	14.7	77.4	1
882	9	61.8	12.1	42.9	0
883	9	23.1	0	38.6	1
884	11	30.3	0	88.9	1
885	7	89.7	40.4	97.6	1
886	9	69.9	40.8	94.6	1
887	5	0	0	83.5	1
888	6	84	17.6	80.7	0
889	12	31.3	21.8	98.7	1
890	12	29.5	0	63.6	1
891	14	55.1	2.5	72.9	1
892	11	10.4	0	75.6	1
893	7	34.1	0	64.4	1
894	5	26.5	0	82.7	1
895	8	80.8	48.8	109.4	1
896	9	11.2	0	75.6	1
897	8	84.9	49.2	113.7	1
898	16	24.8	1.4	60.7	1
899	11	85.6	41.6	100.4	1
900	13	65.8	35.5	108.6	1
901	12	55.3	0	74.4	1
902	11	66.6	0	60.2	0
903	14	53.2	24.7	88.2	1
904	10	65.2	18.9	69	1
905	9	7.2	1.7	90.4	1
906	9	72.7	41.3	111	1
907	11	36	21.1	83.3	1
908	11	73.3	27.6	95.4	1
909	9	32.7	14.6	80.4	1
910	14	0	0	43	1
911	11	37.5	0	72.2	1
912	9	87.1	42.3	89.2	1
913	14	12.3	14.2	78.5	0
914	11	8.3	10.7	93.4	0
915	12	14.6	0	55.6	1
916	15	18.2	0.3	78.9	1
917	20	79.8	55.9	117.7	1
918	11	20.9	14.4	81.8	1
919	5	80.2	32.1	93	1
920	6	0	16.4	101.5	0
921	8	60.4	22.8	76.9	1
922	11	3.1	0	87.1	1
923	5	66.1	0	61.6	0
924	12	86.2	51.6	120.5	1
925	12	44.3	33.3	72.5	1
926	7	86.9	31.3	80	0
927	7	7.2	0	62.5	1
928	13	86.7	43.7	92.2	1
929	12	21.9	0	52.3	1
930	11	0	0	64	1
931	12	25.3	0	80.4	1
932	10	34.8	10.1	37.8	1
933	8	33.2	0	62.9	1
934	14	82	38.3	83.5	1
935	13	21.6	8.2	84	1
936	12	50	25.3	93.1	1
937	8	24.7	0	58.5	1
938	10	0	8.7	84.6	0
939	11	65.8	15	50	0
940	7	21.8	0	76	1
941	5	55.7	0	46.7	0
942	10	0	0	75.8	1
943	8	15.3	0.8	18	1
944	6	35.6	0	45.9	1
945	9	32.2	0	63.1	1
946	14	84.2	42.2	112.6	1
947	12	0	0	102	1
948	8	53.9	0	37.8	0
949	11	40.3	0	67.3	1
950	9	37.2	21.3	114.9	1
951	11	15	0	103.4	1
952	5	6.6	0	91.4	1
953	5	0	0	74.5	1
954	23	72.2	22.5	62.3	0
955	10	88	51.9	112.7	1
956	7	15.5	0	75.8	1
957	13	17	0	63.6	1
958	11	21.8	8.8	88.6	1
959	9	86.6	51.2	125.2	1
960	12	86	44.2	103.1	1
961	10	40.5	0	44	1
962	7	45.5	0	79.5	1
963	14	11.8	0	48.8	1
964	14	63.7	0	71.1	1
965	9	53.1	45.7	119.1	1
966	8	60.8	0	75.7	1
967	7	66	24.6	111.4	1
968	6	58.2	0	85.4	1
969	11	69.7	18.4	90.7	1
970	12	75	26.9	119.2	1
971	5	0	0	83.7	1
972	14	34.8	3.1	68.9	1
973	4	36.1	0	80.7	1
974	12	85.1	51.7	111.2	1
975	6	56	0	68	1
976	8	65.1	0	68.4	1
977	9	69.2	4.2	53.9	0
978	4	25.6	0	98.2	1
979	7	43.3	6.6	109	1
980	9	56.8	0	70.7	1
981	11	78.8	21.3	77.5	0
982	9	45.3	0	109.7	1
983	12	47	0	67	1
984	14	68.2	39.1	114.3	1
985	6	17.2	0	57.7	1
986	17	47.9	51.2	112	0
987	16	39.1	10	100.2	1
988	9	82.7	53.3	124.3	1
989	7	13.3	0	65.2	1
990	4	67.1	0	87	1
991	11	13	0	67.8	1
992	6	74.3	29.8	97.8	1
993	11	7.6	0	57.4	1
994	14	42.3	0	60.1	1
995	6	86.2	42.7	122.3	1
996	16	24.4	0	60.8	1
997	9	34.1	0	89.6	1
998	11	0	0	67.6	1
999	4	29.9	0	20.9	0
1000	9	26.4	0	104.2	1
